Sample_ID,Species,Location,Catch_Method_Notes,Tissue,Year,Date_Collected,Date_Dissected,Date_Analyzed,Fork_Length ,Unit_FLength,Weight,Unit_weight,ë13C,ë15N,ë34S,X.C,X.N,C.N_ratio,X.S ,d13C_Lipid_Corr,Notes
20MELC-SIL-14,Lake Chub,Cassilis,Fyke Net,Liver,2019,10-06-2019,Unknown,Unknown,4.5,Centimeters,1.89,Grams,-27.18,7.25,12.32,60.34,8.41,7.17,0.43,-24.2,Seine Net
20MELC-SIL-15,Lake Chub,Cassilis,Fyke Net,Liver,2019,10-06-2019,Unknown,Unknown,4.3,Centimeters,1.88,Grams,-24.84,9.73,14.51,53.99,10.13,5.33,0.56,-22.8,Seine Net
20MELC-SIL-17,Lake Chub,Cassilis,Fyke Net,Liver,2019,10-06-2019,Unknown,Unknown,4.7,Centimeters,1.56,Grams,-32.09,7.3,17.8,47.49,9.35,5.08,0.51,-30.2,Seine Net
20MELC-SIL-18,Lake Chub,Cassilis,Fyke Net,Liver,2019,10-06-2019,Unknown,Unknown,4.5,Centimeters,1.69,Grams,-25.04,7.08,,51.1,9.24,5.53,0,-22.9,Seine Net
20MELC-SIL-19,Lake Chub,Cassilis,Fyke Net,Liver,2019,10-06-2019,Unknown,Unknown,4.3,Centimeters,1.55,Grams,-27.27,7.91,,49.95,10.06,4.96,0,-25.5,Seine Net
20MELC-SIL-20,Lake Chub,Cassilis,Fyke Net,Liver,2019,10/06/2019,Unknown,Unknown,4.5,Centimeters,1.64,Grams,-25.54,9.19,16.56,48.15,9.77,4.93,0.49,-23.8,Seine Net
20MEMum-SIL-01,Mummichog,Opposite Hatchet,Seine Net,Liver,2019,16/05/2019,Unknown,Unknown,6.3,Centimeters,3.05,Grams,-20.5,10.09,14.66,48.81,7.82,6.24,0.76,-17.9,Seine Net
20MEMum-SIL-02,Mummichog,Opposite Hatchet,Seine Net,Liver,2019,16/05/2019,Unknown,Unknown,4.4,Centimeters,1.15,Grams,-21.3,9.53,12.83,44.52,9.99,4.46,1.31,-19.9,Seine Net
20MEMum-SIL-03,Mummichog,Opposite Hatchet,Seine Net,Liver,2019,16/05/2019,Unknown,Unknown,4.9,Centimeters,1.36,Grams,-21.42,10.62,12.74,48.11,11.3,4.26,1.12,-20.2,Seine Net
20MEMum-SIL-04,Mummichog,Opposite Hatchet,Seine Net,Liver,2019,16/05/2019,Unknown,Unknown,3.3,Centimeters,0.55,Grams,-20.22,10.25,14.74,48.27,13.5,3.58,1.46,-19.8,Seine Net
20MEMum-SIL-05,Mummichog,Opposite Hatchet,Seine Net,Liver,2019,16/05/2019,Unknown,Unknown,3,Centimeters,0.5,Grams,-22.75,10.63,14.01,40,7.31,5.47,0.84,-20.6,Seine Net
20MESm-SIL-01,Rainbow Smelt,Bass Trap,Net Type Unknown,Liver,2019,31/05/2019,Unknown,Unknown,16.5,Centimeters,23,Grams,-20.75,13.69,20.98,49.24,9.63,5.11,0.95,-18.9,Upriver (Cindy)
20MESm-SIL-02,Rainbow Smelt,Bass Trap,Net Type Unknown,Liver,2019,31/05/2019,Unknown,Unknown,14,Centimeters,15.5,Grams,-21.92,14.03,20.95,51.34,10.72,4.79,0.82,-20.3,Upriver (Cindy)
20MESm-SIL-03,Rainbow Smelt,Cassilis,Net Type Unknown,Liver,2019,31/05/2019,Unknown,Unknown,17.1,Centimeters,29.1,Grams,-22.02,14.58,20,54.31,9.93,5.47,0.77,-19.9,Upriver
20MESm-SIL-04,Rainbow Smelt,Cassilis,Net Type Unknown,Liver,2019,31/05/2019,Unknown,Unknown,14.5,Centimeters,15.2,Grams,-23.28,13.9,21.58,58.19,8.54,6.82,0.66,-20.4,Upriver
20MESm-SIL-05,Rainbow Smelt,Cassilis,Net Type Unknown,Liver,2019,31/05/2019,Unknown,Unknown,17.4,Centimeters,29,Grams,-21.19,14.74,20.11,53,8.81,6.02,0.67,-18.7,Upriver
20MEWS-SIL-01,White Sucker,Bass Trap,Fyke Net,Liver,2019,31/05/2019,Unknown,Unknown,9,Centimeters,6.3,Grams,-22.34,9.2,,45.51,10.63,4.28,,-21.1,Fyke Net
20MEWS-SIL-02,White Sucker,Bass Trap,Net Type Unknown,Liver,2019,31/05/2019,Unknown,Unknown,15.5,Centimeters,35.5,Grams,-23.14,10.14,16.81,43.87,10.37,4.23,0.61,-22,Upriver (Cindy)
20MEWS-SIL-03,White Sucker,Bass Trap,Net Type Unknown,Liver,2019,31/05/2019,Unknown,Unknown,17.8,Centimeters,56.8,Grams,-28.81,9.71,11.55,45.19,9.57,4.72,0.7,-27.2,Upriver (Cindy)
20MEWS-SIL-04,White Sucker,Bass Trap,Net Type Unknown,Liver,2019,31/05/2019,Unknown,Unknown,19.6,Centimeters,78.8,Grams,-22.69,10.33,13.65,40.59,10.87,3.73,0.78,-22.1,Upriver (Cindy)
20MEWS-SIL-05,White Sucker,Upper Cassilis,Net Type Unknown,Liver,2019,31/05/2019,Unknown,Unknown,26.6,Centimeters,215.2,Grams,-23.57,11.33,14.4,46.08,10.62,4.34,0.93,-22.3,Upriver
20MEWS-SIL-06,White Sucker,Upper Cassilis,Net Type Unknown,Liver,2019,31/05/2019,Unknown,Unknown,11.5,Centimeters,14.1,Grams,-29.79,8.57,9.94,47.01,10.58,4.44,0.79,-28.4,Upriver
20MEWS-SIL-07,White Sucker,Hatchet Beach,Fyke Net,Liver,2019,25/05/2019,Unknown,Unknown,14.6,Centimeters,29.5,Grams,-25.06,8.37,8.04,47.94,11.59,4.14,0.78,-24,Seine Net
20MEWS-SIL-08,White Sucker,Hatchet Beach,Fyke Net,Liver,2019,25/05/2019,Unknown,Unknown,19.2,Centimeters,79.6,Grams,-29.36,7.96,9.46,46.98,11.24,4.18,0.78,-28.3,Seine Net
20MEWS-SIL-09,White Sucker,Hatchet Beach,Fyke Net,Liver,2019,25/05/2019,Unknown,Unknown,18.5,Centimeters,71,Grams,-21.72,10.51,16.71,43.03,12.03,3.58,0.9,-21.3,Seine Net
20MEWS-SIL-10,White Sucker,Hatchet Beach,Fyke Net,Liver,2019,25/05/2019,Unknown,Unknown,15.1,Centimeters,35.9,Grams,-21.87,9.63,15.2,44.54,12.76,3.49,0.78,-21.6,Seine Net
20MEWS-SIL-11,White Sucker,Hatchet Beach,Fyke Net,Liver,2019,25/05/2019,Unknown,Unknown,16,Centimeters,41.5,Grams,-22.43,9.86,16.35,45.44,12.03,3.78,0.76,-21.8,Seine Net
20MEWS-SIL-13,White Sucker,Hatchet Beach,Fyke Net,Liver,2019,25/05/2019,Unknown,Unknown,19.4,Centimeters,74.3,Grams,-23.09,11.66,16.62,48.19,11.41,4.22,0.75,-22,Seine Net
20MEWS-SIL-14,White Sucker,Hatchet Beach,Fyke Net,Liver,2019,25/05/2019,Unknown,Unknown,16.2,Centimeters,39.2,Grams,-28.15,7.54,8.68,43.9,10.34,4.25,0.69,-27,Seine Net
20MEWS-SIL-15,White Sucker,Hatchet Beach,Fyke Net,Liver,2019,25/05/2019,Unknown,Unknown,18.6,Centimeters,70.3,Grams,-25.58,9.79,14.96,48.07,10.72,4.49,0.7,-24.2,Seine Net
20MEWS-SIL-16,White Sucker,Hatchet Beach,Fyke Net,Liver,2019,25/05/2019,Unknown,Unknown,16.4,Centimeters,50.4,Grams,-24.52,9.24,14.36,48.02,11.9,4.03,0.79,-23.6,Seine Net
20MEWS-SIL-18,White Sucker,Location Unknown,Fyke Net,Liver,2019,25/05/2019,Unknown,Unknown,Unknown,Centimeters,Unknown,Grams,-26.75,8.12,11.77,48.28,8.81,5.48,0.83,-24.6,Fyke Net
2021-SIL-001,White Sucker,Bass Trap,Fyke Net,Liver,2021,01/06/2021,29-06-2021,Unknown,11.6,Centimeters,23.729,Grams,-24.91,10.95,13,44.89,9.43,4.76,0.62,-23.3,Fyke Net
2021-SIL-002,White Sucker,Bass Trap,Fyke Net,Liver,2021,01/06/2021,29-06-2021,Unknown,10.5,Centimeters,13.615,Grams,-24.95,10.09,13.97,45.06,9.54,4.72,0.66,-23.4,Fyke Net
2021-SIL-003,White Sucker,Bass Trap,Fyke Net,Liver,2021,01/06/2021,29-06-2021,Unknown,15,Centimeters,41.352,Grams,-23.23,12.32,15.3,51.02,11.2,4.56,1.04,-21.8,Fyke Net
2021-SIL-004,White Sucker,Bass Trap,Fyke Net,Liver,2021,28/05/2021,29-06-2021,Unknown,25.8,Centimeters,245.2,Grams,-21.61,13.84,16.2,53.65,10.26,5.23,1.07,-19.6,Fyke Net
2021-SIL-006,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2021,26/05/2021,29-06-2021,Unknown,13.5,Centimeters,16.276,Grams,-22.33,14.83,20.27,55.87,12.33,4.53,1.08,-20.9,Fyke Net
2021-SIL-007,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2021,26/05/2021,29-06-2021,Unknown,12.4,Centimeters,13.301,Grams,-22.32,14.78,19.99,53.13,10.35,5.13,1.29,-20.4,Fyke Net
2021-SIL-008,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2021,26/05/2021,29-06-2021,Unknown,12.2,Centimeters,12.452,Grams,-22.44,14.06,20.59,52.2,10.93,4.78,0.93,-20.8,Fyke Net
2021-SIL-009,Banded Killifish,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,29-06-2021,Unknown,8.3,Centimeters,6.377,Grams,-23.06,12.44,16,52.6,9.22,5.7,1.07,-20.8,Fyke Net
2021-SIL-010,Banded Killifish,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,29-06-2021,Unknown,8.2,Centimeters,6.016,Grams,-23.91,12.78,16,56.07,8.54,6.57,0.95,-21.2,Fyke Net
2021-SIL-011,Fall Fish,Bass Trap,Fyke Net,Liver,2021,31/05/2021,29-06-2021,Unknown,13,Centimeters,29.928,Grams,-26.06,10.72,10.24,56.83,8.23,6.91,0.64,-23.2,Fyke Net
2021-SIL-012,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2021,26/05/2021,30-06-2021,Unknown,13.8,Centimeters,19.766,Grams,-22.79,14.32,20.81,57.26,10.72,5.34,0.88,-20.7,Fyke Net
2021-SIL-013,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2021,26/05/2021,30-06-2021,Unknown,12.5,Centimeters,13.432,Grams,-21.65,14.85,20.88,49.74,10.91,4.56,0.93,-20.2,Fyke Net
2021-SIL-014,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2021,26/05/2021,30-06-2021,Unknown,12.6,Centimeters,15.428,Grams,-21.54,8.25,22.56,51.47,12.24,4.2,0.56,-20.4,Fyke Net
2021-SIL-015,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2021,26/05/2021,30-06-2021,Unknown,12.9,Centimeters,14.309,Grams,-22.43,14.03,20.85,52.54,12,4.38,1.09,-21.1,Fyke Net
2021-SIL-016,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2021,26/05/2021,30-06-2021,Unknown,12.6,Centimeters,13.457,Grams,-22.26,14.58,20.34,53.83,10.93,4.92,1.1,-20.5,Fyke Net
2021-SIL-020,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2021,26/05/2021,30-06-2021,Unknown,13.4,Centimeters,16.034,Grams,-22.16,14.6,21.62,52.15,8.82,5.91,0.75,-19.8,Fyke Net
2021-SIL-021,Smolt,Bass Trap,Fyke Net,Liver,2021,26/05/2021,30-06-2021,Unknown,12.2,Centimeters,13.374,Grams,-24.14,14.58,21.96,57.37,8.34,6.88,0.75,-21.3,Fyke Net
2021-SIL-022,Smolt,Cassilis,Fyke Net,Liver,2021,21/05/2021,05-07-2021,Unknown,12.4,Centimeters,20.393,Grams,-23.99,6.54,9.7,46,13.53,3.4,1.84,-23.8,Fyke Net
2021-SIL-023,Smolt,Cassilis,Fyke Net,Liver,2021,21/05/2021,05-07-2021,Unknown,12.4,Centimeters,18.052,Grams,-26.07,6.72,11.27,50.55,14.26,3.55,1.09,-25.7,Fyke Net
2021-SIL-024,Smolt,Cassilis,Fyke Net,Liver,2021,21/05/2021,05-07-2021,Unknown,13.1,Centimeters,19.565,Grams,-27.92,8.32,7.61,47.88,14.23,3.36,1.01,-27.8,Fyke Net
2021-SIL-025,Smolt,Cassilis,Fyke Net,Liver,2021,21/05/2021,05-07-2021,Unknown,13.1,Centimeters,22.875,Grams,-24.2,7.88,8.42,45.6,12.77,3.57,0.93,-23.8,Fyke Net
2021-SIL-026,Smolt,Cassilis,Fyke Net,Liver,2021,21/05/2021,05-07-2021,Unknown,12.4,Centimeters,16.487,Grams,-26.28,7.12,8.6,52.33,14.11,3.71,1.1,-25.7,Fyke Net
2021-SIL-027,Smolt,Cassilis,Fyke Net,Liver,2021,21/05/2021,05-07-2021,Unknown,15.5,Centimeters,41.561,Grams,-31.68,5.77,9.41,49.35,11.3,4.37,0.75,-30.4,Fyke Net
2021-SIL-028,Smolt,Cassilis,Fyke Net,Liver,2021,21/05/2021,05-07-2021,Unknown,13.3,Centimeters,22.413,Grams,-27.45,8.01,9.64,46.57,10.86,4.29,0.83,-26.2,Fyke Net
2021-SIL-029,Common Shiner,Cassilis,Fyke Net,Liver,2021,01/06/2021,05-07-2021,Unknown,9.5,Centimeters,12.454,Grams,-26.79,11.47,15.37,61.92,4.87,12.7,0.24,-22.5,Fyke Net
2021-SIL-030,Smolt,Cassilis,Fyke Net,Liver,2021,04/06/2021,05-07-2021,Unknown,13.3,Centimeters,30.748,Grams,-25.89,6.05,10.03,47.11,12.39,3.8,0.87,-25.2,Fyke Net
2021-SIL-031,Smolt,Bass Trap,Fyke Net,Liver,2021,02/06/2021,06-07-2021,Unknown,13.4,Centimeters,25.717,Grams,-27.89,5.77,8.61,44.83,11.29,3.97,0.8,-27,Fyke Net
2021-SIL-032,White Sucker,Cassilis,Fyke Net,Liver,2021,31/05/2021,06-07-2021,Unknown,10.6,Centimeters,15.777,Grams,-22.64,10.14,13.14,46.95,9.64,4.87,0.76,-20.9,Fyke Net
2021-SIL-033,Smolt,Cassilis,Fyke Net,Liver,2021,19/05/2021,06-07-2021,Unknown,13.8,Centimeters,27.644,Grams,-26.02,6.17,8.71,46.9,11.03,4.25,0.75,-24.9,Fyke Net
2021-SIL-034,Smolt,Cassilis,Fyke Net,Liver,2021,30/05/2021,06-07-2021,Unknown,13.1,Centimeters,26.874,Grams,-25.09,6.79,9.31,46.24,11.02,4.2,0.7,-24,Fyke Net
2021-SIL-035,Alewife,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,06-07-2021,Unknown,24,Centimeters,165.9,Grams,-20.59,11.99,21.34,48.55,8.82,5.51,0.54,-18.4,Net Type Unknown
2021-SIL-037,Smolt,Bass Trap,Fyke Net,Liver,2021,26/05/2021,06-07-2021,Unknown,13.5,Centimeters,25.289,Grams,-25.38,6.52,9.29,47.07,12.76,3.69,0.84,-24.8,Fyke Net
2021-SIL-038,Smolt,Bass Trap,Fyke Net,Liver,2021,26/05/2021,06-07-2021,Unknown,11.5,Centimeters,15.052,Grams,-26.31,6.61,10.01,46.19,11.48,4.02,0.86,-25.4,Fyke Net
2021-SIL-039,Smolt,Cassilis,Fyke Net,Liver,2021,28/05/2021,06-07-2021,Unknown,12.5,Centimeters,22.019,Grams,-27.85,5.87,11.85,45.91,11.68,3.93,0.74,-27,Fyke Net
2021-SIL-040,Smolt,Cassilis,Fyke Net,Liver,2021,20/05/2021,06-07-2021,Unknown,13.8,Centimeters,25.536,Grams,-27.39,9.31,10.12,47.03,11.42,4.12,0.85,-26.4,Fyke Net
2021-SIL-041,Smolt,Cassilis,Fyke Net,Liver,2021,20/05/2021,06-07-2021,Unknown,14.4,Centimeters,30.464,Grams,-26.27,7.03,7.45,46.5,11.68,3.98,0.79,-25.4,Fyke Net
2021-SIL-042,Smolt,Cassilis,Fyke Net,Liver,2021,20/05/2021,06-07-2021,Unknown,15.7,Centimeters,42.275,Grams,-27.54,6.21,7.37,46.09,12.29,3.75,1.08,-26.9,Fyke Net
2021-SIL-043,Smolt,Cassilis,Fyke Net,Liver,2021,20/05/2021,06-07-2021,Unknown,11.8,Centimeters,16.112,Grams,-27.61,8.67,11.35,47.15,11.27,4.18,0.9,-26.5,Fyke Net
2021-SIL-044,Smolt,Cassilis,Fyke Net,Liver,2021,20/05/2021,06-07-2021,Unknown,13.1,Centimeters,21.919,Grams,-27.41,7.88,8.75,46.83,11.92,3.93,1.02,-26.6,Fyke Net
2021-SIL-045,Smolt,Cassilis,Fyke Net,Liver,2021,21/05/2021,07-07-2021,Unknown,12.6,Centimeters,19.643,Grams,-24.79,9.37,12.11,46,11.01,4.18,0.79,-23.7,Fyke Net
2021-SIL-046,Smolt,Cassilis,Fyke Net,Liver,2021,21/05/2021,07-07-2021,Unknown,13,Centimeters,22.213,Grams,-26.49,9.25,13.75,47.58,10.83,4.39,0.82,-25.2,Fyke Net
2021-SIL-047,Smolt,Cassilis,Fyke Net,Liver,2021,21/05/2021,07-07-2021,Unknown,14.9,Centimeters,29.518,Grams,-22.86,9.27,9.85,46.84,11.81,3.97,0.85,-22,Fyke Net
2021-SIL-048,Smolt,Cassilis,Fyke Net,Liver,2021,21/05/2021,07-07-2021,Unknown,13.5,Centimeters,24.536,Grams,-25.2,9.04,8.34,46.56,11.62,4.01,0.88,-24.3,Fyke Net
2021-SIL-049,Smolt,Cassilis,Fyke Net,Liver,2021,21/05/2021,07-07-2021,Unknown,14,Centimeters,28.463,Grams,-24.68,7.03,10.27,43.21,11.9,3.63,0.89,-24.2,Fyke Net
2021-SIL-050,Smolt,Cassilis,Fyke Net,Liver,2021,21/05/2021,07-07-2021,Unknown,15.3,Centimeters,39.103,Grams,-23.88,7.8,10.23,45.13,11.64,3.88,0.85,-23.1,Fyke Net
2021-SIL-051,Smolt,Cassilis,Fyke Net,Liver,2021,21/05/2021,07-07-2021,Unknown,11.5,Centimeters,17.106,Grams,-25.6,7.25,8.2,44.47,12.23,3.64,1,-25.1,Fyke Net
2021-SIL-052,American Eel,Cassilis,Fyke Net,Liver,2021,21/05/2021,07-07-2021,Unknown,30.9,Centimeters,40.7,Grams,-20.03,14.24,17.79,46.76,8.14,5.74,0.5,-17.7,Fyke Net
2021-SIL-054,Rainbow Smelt,Cassilis,Fyke Net,Liver,2021,21/05/2021,07-07-2021,Unknown,13.4,Centimeters,12.903,Grams,-22.1,14.47,20.5,52.42,12.48,4.2,1.12,-21,Fyke Net
2021-SIL-055,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2021,30/05/2021,07-07-2021,Unknown,13.5,Centimeters,15.797,Grams,-21.7,14.73,19.75,52.08,11.31,4.61,1.05,-20.2,Fyke Net
2021-SIL-071,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2021,21/05/2021,08-07-2021,Unknown,12.5,Centimeters,14.15,Grams,-21.23,13.62,20.98,43.54,10.79,4.04,0.87,-20.3,Fyke Net
2021-SIL-072,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2021,21/05/2021,08-07-2021,Unknown,12.8,Centimeters,14.976,Grams,-22.9,13.98,21.1,60.41,11.52,5.24,1.35,-20.9,Fyke Net
2021-SIL-073,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2021,21/05/2021,08-07-2021,Unknown,13.3,Centimeters,14.887,Grams,-22.9,14.3,20.7,59.73,11.09,5.38,1.29,-20.8,Fyke Net
2021-SIL-074,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2021,21/05/2021,09-07-2021,Unknown,12.4,Centimeters,11.955,Grams,-21.51,12.93,15.5,55.07,13.21,4.17,1.7,-20.4,Fyke Net
2021-SIL-075,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2021,21/05/2021,09-07-2021,Unknown,15,Centimeters,20.912,Grams,-21.31,14.31,20.3,55.05,12.69,4.34,1.59,-20.1,Fyke Net
2021-SIL-076,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2021,21/05/2021,09-07-2021,Unknown,14.9,Centimeters,26.525,Grams,-21.93,14.52,20.99,50.29,9.65,5.21,1.03,-20,Fyke Net
2021-SIL-077,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2021,21/05/2021,09-07-2021,Unknown,12.4,Centimeters,14.111,Grams,-20.15,14.51,22.16,45.59,6.3,7.24,0.58,-17.1,Fyke Net
2021-SIL-078,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2021,21/05/2021,09-07-2021,Unknown,13.8,Centimeters,14.69,Grams,-21.93,14.42,20.7,56.41,10.39,5.43,1.12,-19.8,Fyke Net
2021-SIL-079,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2021,21/05/2021,09-07-2021,Unknown,17.3,Centimeters,32.89,Grams,-20.59,14.33,20.5,54.68,12.8,4.27,1.49,-19.4,Fyke Net
2021-SIL-080,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2021,21/05/2021,09-07-2021,Unknown,13.2,Centimeters,12.886,Grams,-20.64,14.02,20.66,45.7,11.54,3.96,1.08,-19.8,Fyke Net
2021-SIL-081,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2021,21/05/2021,09-07-2021,Unknown,12.7,Centimeters,14.056,Grams,-21.54,13.93,19.8,55.56,12.48,4.45,1.37,-20.2,Fyke Net
2021-SIL-082,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2021,21/05/2021,09-07-2021,Unknown,13.5,Centimeters,15.588,Grams,-21.74,13.65,21,49.35,11.44,4.31,1.33,-20.5,Fyke Net
2021-SIL-083,Rainbow Smelt,Bass Trap,Fyke Net,Liver,2021,21/05/2021,09-07-2021,Unknown,13.2,Centimeters,13.677,Grams,-21.7,13.66,20.78,55.21,15.19,3.63,1.38,-21.2,Fyke Net
2021-SIL-084,American Eel,Bass Trap,Fyke Net,Liver,2021,01/06/2021,09-07-2021,Unknown,27.6,Centimeters,30.7,Grams,-22.12,12.91,11.95,43.67,8.57,5.1,0.65,-20.2,Fyke Net
2021-SIL-085,American Eel,Bass Trap,Fyke Net,Liver,2021,01/06/2021,09-07-2021,Unknown,35.2,Centimeters,74.6,Grams,-22.93,13.97,16.1,51.11,10.89,4.69,1.18,-21.4,Fyke Net
2021-SIL-086,American Eel,Cassilis,Fyke Net,Liver,2021,31/05/2021,09-07-2021,Unknown,34.5,Centimeters,67.3,Grams,-21.88,14.99,16,57.54,9.44,6.1,0.83,-19.4,Fyke Net
2021-SIL-087,American Eel,Bass Trap,Fyke Net,Liver,2021,31/05/2021,09-07-2021,Unknown,32.6,Centimeters,56.7,Grams,-23.71,13.37,11.5,58.47,11.74,4.98,1.25,-21.9,Fyke Net
2021-SIL-088,Striped Bass,Cassilis,Net Type Unknown,Liver,2021,21/05/2021,09-07-2021,Unknown,40.5,Centimeters,860.5,Grams,-19.03,14.73,17.5,55.7,12.23,4.55,1.35,-17.6,Fyke Net
2021-SIL-089,Brook Trout,Cassilis,Fyke Net,Liver,2021,19/05/2021,09-07-2021,Unknown,18.5,Centimeters,71.7,Grams,-24.4,9.36,10.3,56.38,13.05,4.32,1.26,-23.2,Fyke Net
2021-SIL-090,Rainbow Smelt,Cassilis,Fyke Net,Liver,2021,27/05/2021,09-07-2021,Unknown,21.6,Centimeters,79.901,Grams,-19.41,13.69,19.15,53.61,14.57,3.68,1.19,-18.9,Fyke Net
2021-SIL-091,American Eel,Cassilis,Fyke Net,Liver,2021,28/05/2021,12-07-2021,Unknown,62,Centimeters,602.9,Grams,-21.73,13.08,15.15,47.15,11.62,4.06,1.43,-20.8,Fyke Net
2021-SIL-092,White Sucker,Cassilis,Fyke Net,Liver,2021,20/05/2021,12-07-2021,Unknown,16.1,Centimeters,51.961,Grams,-26.77,10.54,15.21,51.91,11.57,4.49,0.74,-25.4,Fyke Net
2021-SIL-093,White Sucker,Cassilis,Fyke Net,Liver,2021,20/05/2021,12-07-2021,Unknown,13.5,Centimeters,28.05,Grams,-28.67,8.92,9.56,54.45,13.38,4.07,1.11,-27.7,Fyke Net
2021-SIL-094,White Sucker,Cassilis,Fyke Net,Liver,2021,20/05/2021,12-07-2021,Unknown,14.2,Centimeters,35.844,Grams,-24.23,11.59,15.41,58.87,11.73,5.02,1.19,-22.4,Fyke Net
2021-SIL-098,American Eel,Cassilis,Fyke Net,Liver,2021,21/05/2021,12-07-2021,Unknown,66,Centimeters,573.3,Grams,-20.9,13.86,16.86,48.55,13.08,3.71,1.03,-20.3,Fyke Net
2021-SIL-100,Striped Bass,Cassilis,Net Type Unknown,Liver,2021,28/05/2021,12-07-2021,Unknown,33.8,Centimeters,953.3,Grams,-18.73,14.85,16.3,56.1,13.45,4.17,1.21,-17.6,Net Type Unknown
2021-SIL-101,American Eel,Cassilis,Fyke Net,Liver,2021,30/05/2021,12-07-2021,Unknown,60.1,Centimeters,446.8,Grams,-19.48,14.94,17.7,50.76,10.75,4.72,1.33,-17.9,Fyke Net
2021-SIL-102,American Eel,Cassilis,Fyke Net,Liver,2021,30/05/2021,13-07-2021,Unknown,66.2,Centimeters,568,Grams,-22.35,11.71,14.4,58.97,11.68,5.05,0.99,-20.5,Fyke Net
2021-SIL-103,American Eel,Cassilis,Fyke Net,Liver,2021,31/05/2021,13-07-2021,Unknown,176.8,Centimeters,616.5,Grams,-19.46,14.31,20.57,46.91,9.76,4.8,0.9,-17.8,Fyke Net
2021-SIL-104,American Eel,Cassilis,Fyke Net,Liver,2021,31/05/2021,13-07-2021,Unknown,73,Centimeters,1031,Grams,-21.89,15.59,21.47,57.15,7.15,8,0.72,-18.6,Fyke Net
2021-SIL-105,American Eel,Cassilis,Fyke Net,Liver,2021,29/05/2021,13-07-2021,Unknown,75,Centimeters,912.9,Grams,-23.31,14.51,15.9,65.07,10.74,6.06,0.96,-20.8,Fyke Net
2021-SIL-106,American Eel,Cassilis,Fyke Net,Liver,2021,01/06/2021,13-07-2021,Unknown,70.5,Centimeters,803,Grams,-19.67,13.78,18.2,49.22,10.98,4.48,0.95,-18.3,Fyke Net
2021-SIL-107,American Eel,Cassilis,Fyke Net,Liver,2021,28/05/2021,13-07-2021,Unknown,67.2,Centimeters,381,Grams,-19.18,15.54,16.94,44.31,12.32,3.6,1.47,-18.8,Fyke Net
2021-SIL-108,Striped Bass,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,13-07-2021,Unknown,24.5,Centimeters,183,Grams,-22.47,14.54,16.9,58.59,9.73,6.02,0.96,-20,Net Type Unknown
2021-SIL-109,Striped Bass,Bass Trap,Net Type Unknown,Liver,2021,03/06/2021,14-07-2021,Unknown,22.8,Centimeters,150.4,Grams,-22.47,14.55,17.1,58.84,11.09,5.31,1.12,-20.4,Net Type Unknown
2021-SIL-110,American Eel,Bass Trap,Fyke Net,Liver,2021,03/06/2021,14-07-2021,Unknown,48.5,Centimeters,215.9,Grams,-21.99,12.69,14.4,57.84,13.31,4.35,1.17,-20.7,Fyke Net
2021-SIL-111,American Eel,Bass Trap,Fyke Net,Liver,2021,03/06/2021,14-07-2021,Unknown,53.3,Centimeters,245.4,Grams,-20.62,12.54,15.48,39.43,8.14,4.84,0.87,-18.9,Fyke Net
2021-SIL-112,American Eel,Bass Trap,Fyke Net,Liver,2021,03/06/2021,14-07-2021,Unknown,67,Centimeters,681.7,Grams,-22.01,11.02,13.2,50.5,13.17,3.83,1.2,-21.3,Fyke Net
2021-SIL-113,American Eel,Bass Trap,Fyke Net,Liver,2021,03/06/2021,14-07-2021,Unknown,80,Centimeters,1145.5,Grams,-22.09,12.33,14.76,44.3,13.32,3.33,1.82,-22.1,Fyke Net
2021-SIL-114,American Eel,Cassilis,Fyke Net,Liver,2021,31/05/2021,14-07-2021,Unknown,65.8,Centimeters,385.8,Grams,-22.4,13.46,14.1,53,12.67,4.18,1.28,-21.3,Fyke Net
