date,set__trait,set_number__numéro_trait,species__espèces,species_name__nom_espèces,number_caught__quantité_capturé,weight_caught__poids_capturé,comment__commentaire
7/17/2025,GP134F,3,201,thorny_skate__raie_epineuse,31,15.52,Force a cause de vase ~ 2.2 kts
7/17/2025,GP134F,3,202,smooth_skate__raie_lisse,8,2.66,Force a cause de vase ~ 2.2 kts
7/17/2025,GP121F,4,40,American_plaice__plie_americaine,29,3.39,Accrochages ~ 2.1 kts
7/17/2025,GP121F,4,201,thorny_skate__raie_epineuse,25,12.26,Accrochages ~ 2.1 kts
7/17/2025,GP121F,4,202,smooth_skate__raie_lisse,1,0.52,Accrochages ~ 2.1 kts
7/17/2025,GP142F,5,201,thorny_skate__raie_epineuse,1,0.11,Force a cause de vase ~ 2.2 kts
7/17/2025,GP122F,6,40,American_plaice__plie_americaine,29,5.26,Force a cause de vase ~ 2.2 kts
7/17/2025,GP122F,6,201,thorny_skate__raie_epineuse,11,8.43,Force a cause de vase ~ 2.2 kts
7/17/2025,GP122F,6,202,smooth_skate__raie_lisse,1,0.19,Force a cause de vase ~ 2.2 kts
7/17/2025,GP109F,7,40,American_plaice__plie_americaine,6,1.06,Force a cause de vase ~ 2.2 kts
7/17/2025,GP109F,7,201,thorny_skate__raie_epineuse,8,5.61,Force a cause de vase ~ 2.2 kts
7/17/2025,GP120F,8,201,thorny_skate__raie_epineuse,1,0.84,Force a cause de vase ~ 2.2 kts
7/17/2025,GP120F,8,202,smooth_skate__raie_lisse,2,0.38,Force a cause de vase ~ 2.2 kts
7/19/2025,GP081F,1,40,American_plaice__plie_americaine,13,1.6,Stable ~ 2.1 kts
7/19/2025,GP081F,1,201,thorny_skate__raie_epineuse,17,8.43,Stable ~ 2.1 kts
7/19/2025,GP081F,1,202,smooth_skate__raie_lisse,6,2.04,Stable ~ 2.1 kts
7/19/2025,GP098F,2,40,American_plaice__plie_americaine,2,0.08,Stable ~ 2.1 kts
7/19/2025,GP098F,2,201,thorny_skate__raie_epineuse,2,0.5,Stable ~ 2.1 kts
7/19/2025,GP098F,2,202,smooth_skate__raie_lisse,1,0.19,Stable ~ 2.1 kts
7/19/2025,GP085F,3,40,American_plaice__plie_americaine,36,5.02,Stable ~ 2.1 kts
7/19/2025,GP085F,3,201,thorny_skate__raie_epineuse,14,9,Stable ~ 2.1 kts
7/19/2025,GP085F,3,202,smooth_skate__raie_lisse,2,1.14,Stable ~ 2.1 kts
7/19/2025,GP072F,4,10,Atlantic_cod__morue_franche,10,1.38,Accroche et force ~ 2.1 kts
7/19/2025,GP072F,4,40,American_plaice__plie_americaine,4,0.49,Accroche et force ~ 2.1 kts
7/19/2025,GP072F,4,201,thorny_skate__raie_epineuse,7,1.19,Accroche et force ~ 2.1 kts
7/19/2025,GP078F,5,10,Atlantic_cod__morue_franche,7,0.91,Force a cause de vase ~ 2.1 kts
7/19/2025,GP078F,5,40,American_plaice__plie_americaine,31,2.61,Force a cause de vase ~ 2.1 kts
7/19/2025,GP078F,5,201,thorny_skate__raie_epineuse,7,0.99,Force a cause de vase ~ 2.1 kts
7/19/2025,GP078F,5,202,smooth_skate__raie_lisse,1,0.48,Force a cause de vase ~ 2.1 kts
7/19/2025,GP107F,6,40,American_plaice__plie_americaine,10,6.42,Accroche et force ~ 2.2 kts
7/19/2025,GP107F,6,201,thorny_skate__raie_epineuse,14,4.44,Accroche et force ~ 2.2 kts
7/19/2025,GP107F,6,202,smooth_skate__raie_lisse,1,0.12,Accroche et force ~ 2.2 kts
7/19/2025,GP107F,6,2521,Hyas_coarctatus,1,0.01,Accroche et force ~ 2.2 kts
7/20/2025,GP096FR1,1,10,Atlantic_cod__morue_franche,54,14.44,Accroche et force ~ 2.1 kts
7/20/2025,GP096FR1,1,40,American_plaice__plie_americaine,9,0.56,Accroche et force ~ 2.1 kts
7/20/2025,GP096FR1,1,201,thorny_skate__raie_epineuse,17,1.6,Accroche et force ~ 2.1 kts
7/20/2025,GP096FR1,1,202,smooth_skate__raie_lisse,1,0.25,Accroche et force ~ 2.1 kts
7/20/2025,GP096FR1,1,2521,Hyas_coarctatus,2,0.02,Accroche et force ~ 2.1 kts
7/20/2025,GP112FR1,3,40,American_plaice__plie_americaine,64,2.4,Accroche et force ~ 2.1 kts
7/20/2025,GP112FR1,3,201,thorny_skate__raie_epineuse,3,0.5,Accroche et force ~ 2.1 kts
7/20/2025,GP112FR1,3,2521,Hyas_coarctatus,5,0.5,Accroche et force ~ 2.1 kts
7/23/2025,GP227F,1,10,Atlantic_cod__morue_franche,13,5.3,Stable ~ 2.2 kts
7/23/2025,GP227F,1,40,American_plaice__plie_americaine,75,5.65,Stable ~ 2.2 kts
7/23/2025,GP230F,2,10,Atlantic_cod__morue_franche,4,1.92,Stable ~ 2.1 kts
7/23/2025,GP230F,2,40,American_plaice__plie_americaine,82,5.56,Stable ~ 2.1 kts
7/23/2025,GP230F,2,201,thorny_skate__raie_epineuse,2,0.87,Stable ~ 2.1 kts
7/23/2025,GP249FR1,7,40,American_plaice__plie_americaine,7,0.47,Accroche et force ~ 2.2 kts
7/23/2025,GP249FR1,7,201,thorny_skate__raie_epineuse,2,0.52,Accroche et force ~ 2.2 kts
7/23/2025,GP249FR1,7,2521,Hyas_coarctatus,1,0.01,Accroche et force ~ 2.2 kts
7/23/2025,GP261F,8,10,Atlantic_cod__morue_franche,2,0.96,Stable ~ 2.1 kts
7/23/2025,GP261F,8,40,American_plaice__plie_americaine,19,0.81,Stable ~ 2.1 kts
7/23/2025,GP261F,8,1823,sea_potato__patate_de_mer,2,0.49,Stable ~ 2.1 kts
7/23/2025,GP243FR1,10,10,Atlantic_cod__morue_franche,9,1.62,Accroche et force ~ 2.1 kts
7/23/2025,GP243FR1,10,40,American_plaice__plie_americaine,1,0.11,Accroche et force ~ 2.1 kts
7/23/2025,GP243FR1,10,1823,sea_potato__patate_de_mer,99,12.72,Accroche et force ~ 2.1 kts
7/23/2025,GP243FR1,10,2521,Hyas_coarctatus,4,0.67,Accroche et force ~ 2.1 kts
7/23/2025,GP257F,11,40,American_plaice__plie_americaine,75,9.96,Stable ~ 2.1 kts
7/23/2025,GP257F,11,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.06,Stable ~ 2.1 kts
7/23/2025,GP257F,11,2521,Hyas_coarctatus,2,0.02,Stable ~ 2.1 kts
7/23/2025,GP247F,12,10,Atlantic_cod__morue_franche,2,0.21,Stable ~ 2.1 kts
7/23/2025,GP247F,12,42,Yellowtail_flounder__limande_a_queue_jaune,3,0.15,Stable ~ 2.1 kts
7/23/2025,GP258F,13,10,Atlantic_cod__morue_franche,16,3.8,Stable ~ 2.1 kts
7/23/2025,GP258F,13,40,American_plaice__plie_americaine,45,3.6,Stable ~ 2.1 kts
7/23/2025,GP258F,13,42,Yellowtail_flounder__limande_a_queue_jaune,5,0.31,Stable ~ 2.1 kts
7/23/2025,GP258F,13,2521,Hyas_coarctatus,2,0.25,Stable ~ 2.1 kts
7/28/2025,GP245F,1,40,American_plaice__plie_americaine,106,8.75,Stable ~ 2.1 kts
7/28/2025,GP245F,1,1823,sea_potato__patate_de_mer,219,20.15,Stable ~ 2.1 kts
7/28/2025,GP245F,1,2521,Hyas_coarctatus,19,0.75,Stable ~ 2.1 kts
7/28/2025,GP263F,2,10,Atlantic_cod__morue_franche,1,0.63,Stable ~ 2.1 kts
7/28/2025,GP263F,2,40,American_plaice__plie_americaine,211,14.54,Stable ~ 2.1 kts
7/28/2025,GP263F,2,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.22,Stable ~ 2.1 kts
7/28/2025,GP263F,2,2521,Hyas_coarctatus,9,0.3,Stable ~ 2.1 kts
7/28/2025,GP248F,3,40,American_plaice__plie_americaine,203,14.73,Stable ~ 2.1 kts
7/28/2025,GP248F,3,2521,Hyas_coarctatus,1,0.03,Stable ~ 2.1 kts
7/28/2025,GP259F,4,40,American_plaice__plie_americaine,100,5.01,Stable ~ 2.0 kts
7/28/2025,GP259F,4,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.1,Stable ~ 2.0 kts
7/28/2025,GP259F,4,1823,sea_potato__patate_de_mer,NA,9.4,Stable ~ 2.0 kts
7/28/2025,GP259F,4,2521,Hyas_coarctatus,19,1.51,Stable ~ 2.0 kts
7/28/2025,GP268FR1,6,10,Atlantic_cod__morue_franche,1,0.5,Stable ~ 2.0 kts
7/28/2025,GP268FR1,6,40,American_plaice__plie_americaine,86,3.9,Stable ~ 2.0 kts
7/28/2025,GP268FR1,6,42,Yellowtail_flounder__limande_a_queue_jaune,3,0.18,Stable ~ 2.0 kts
7/28/2025,GP268FR1,6,1823,sea_potato__patate_de_mer,34,4.14,Stable ~ 2.0 kts
7/28/2025,GP268FR1,6,2521,Hyas_coarctatus,19,0.75,Stable ~ 2.0 kts
7/29/2025,GP274F,1,40,American_plaice__plie_americaine,174,8.25,Stable ~ 2.0 kts
7/29/2025,GP274F,1,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.07,Stable ~ 2.0 kts
7/29/2025,GP274F,1,1823,sea_potato__patate_de_mer,7,0.58,Stable ~ 2.0 kts
7/29/2025,GP292F,2,10,Atlantic_cod__morue_franche,30,2.25,Stable ~ 2.0 kts
7/29/2025,GP292F,2,40,American_plaice__plie_americaine,37,3.09,Stable ~ 2.0 kts
7/29/2025,GP292F,2,42,Yellowtail_flounder__limande_a_queue_jaune,3,NA,Stable ~ 2.0 kts
7/29/2025,GP292F,2,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,1,0.05,Stable ~ 2.0 kts
7/29/2025,GP272F,3,10,Atlantic_cod__morue_franche,13,0.4,Stable ~ 2.0 kts
7/29/2025,GP272F,3,40,American_plaice__plie_americaine,79,7.24,Stable ~ 2.0 kts
7/29/2025,GP272F,3,42,Yellowtail_flounder__limande_a_queue_jaune,77,5.99,Stable ~ 2.0 kts
7/29/2025,GP272F,3,43,winter_flounder__plie_rouge,4,0.89,Stable ~ 2.0 kts
7/29/2025,GP272F,3,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,1,0.06,Stable ~ 2.0 kts
7/29/2025,GP265FR1,5,10,Atlantic_cod__morue_franche,2,0.73,Stable ~ 2.1 kts
7/29/2025,GP265FR1,5,40,American_plaice__plie_americaine,2,0.21,Stable ~ 2.1 kts
7/29/2025,GP265FR1,5,1823,sea_potato__patate_de_mer,NA,77.45,Stable ~ 2.1 kts
7/29/2025,GP265FR1,5,2521,Hyas_coarctatus,17,0.55,Stable ~ 2.1 kts
7/29/2025,GP234FR1,7,10,Atlantic_cod__morue_franche,21,2.64,Stable ~ 2.1 kts
7/29/2025,GP234FR1,7,40,American_plaice__plie_americaine,8,1,Stable ~ 2.1 kts
7/29/2025,GP234FR1,7,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,4,0.3,Stable ~ 2.1 kts
7/29/2025,GP234FR1,7,1823,sea_potato__patate_de_mer,29,1.78,Stable ~ 2.1 kts
7/30/2025,GP233F,1,40,American_plaice__plie_americaine,477,29.81,Stable ~ 2.0 kts
7/30/2025,GP233F,1,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,1,0.11,Stable ~ 2.0 kts
7/30/2025,GP226F,2,10,Atlantic_cod__morue_franche,1,0.21,Stable ~ 2.1 kts
7/30/2025,GP226F,2,40,American_plaice__plie_americaine,231,11.8,Stable ~ 2.1 kts
7/30/2025,GP226F,2,42,Yellowtail_flounder__limande_a_queue_jaune,5,0.57,Stable ~ 2.1 kts
7/30/2025,GP226F,2,1823,sea_potato__patate_de_mer,NA,15.78,Stable ~ 2.1 kts
7/30/2025,GP226F,2,2521,Hyas_coarctatus,21,0.49,Stable ~ 2.1 kts
7/30/2025,GP220F,3,40,American_plaice__plie_americaine,71,5.21,Stable ~ 2.1 kts
7/30/2025,GP220F,3,42,Yellowtail_flounder__limande_a_queue_jaune,7,0.52,Stable ~ 2.1 kts
7/30/2025,GP220F,3,1823,sea_potato__patate_de_mer,19,2.25,Stable ~ 2.1 kts
7/30/2025,GP220F,3,2521,Hyas_coarctatus,1,0.01,Stable ~ 2.1 kts
7/30/2025,GP214F,4,40,American_plaice__plie_americaine,99,7.32,Stable ~ 2.1 kts
7/30/2025,GP214F,4,2521,Hyas_coarctatus,4,0.52,Stable ~ 2.1 kts
7/30/2025,GP192F,5,10,Atlantic_cod__morue_franche,23,2.44,Stable ~ 2.1 kts
7/30/2025,GP192F,5,40,American_plaice__plie_americaine,47,4.04,Stable ~ 2.1 kts
7/30/2025,GP192F,5,42,Yellowtail_flounder__limande_a_queue_jaune,5,0.43,Stable ~ 2.1 kts
7/30/2025,GP192F,5,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,1,0.08,Stable ~ 2.1 kts
7/30/2025,GP192F,5,2521,Hyas_coarctatus,4,0.55,Stable ~ 2.1 kts
7/30/2025,GP189F,6,10,Atlantic_cod__morue_franche,17,1.94,Stable ~ 2.1 kts
7/30/2025,GP189F,6,40,American_plaice__plie_americaine,25,2.15,Stable ~ 2.1 kts
7/30/2025,GP189F,6,42,Yellowtail_flounder__limande_a_queue_jaune,6,0.43,Stable ~ 2.1 kts
7/30/2025,GP189F,6,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,1,0.08,Stable ~ 2.1 kts
7/30/2025,GP197F,7,10,Atlantic_cod__morue_franche,8,0.76,Stable ~ 2.1 kts
7/30/2025,GP197F,7,40,American_plaice__plie_americaine,61,2.6,Stable ~ 2.1 kts
7/30/2025,GP197F,7,42,Yellowtail_flounder__limande_a_queue_jaune,7,0.54,Stable ~ 2.1 kts
7/30/2025,GP197F,7,1823,sea_potato__patate_de_mer,3,0.28,Stable ~ 2.1 kts
7/30/2025,GP197F,7,2521,Hyas_coarctatus,3,0.44,Stable ~ 2.1 kts
7/30/2025,GP202F,8,10,Atlantic_cod__morue_franche,1,0.85,Accrochages ~ 2.1 kts
7/30/2025,GP202F,8,40,American_plaice__plie_americaine,88,4.32,Accrochages ~ 2.1 kts
7/30/2025,GP202F,8,42,Yellowtail_flounder__limande_a_queue_jaune,8,0.79,Accrochages ~ 2.1 kts
7/30/2025,GP202F,8,2521,Hyas_coarctatus,8,0.39,Accrochages ~ 2.1 kts
7/30/2025,GP206F,9,40,American_plaice__plie_americaine,96,6.93,Stable ~ 2.1 kts
7/30/2025,GP206F,9,42,Yellowtail_flounder__limande_a_queue_jaune,3,0.23,Stable ~ 2.1 kts
7/30/2025,GP206F,9,1823,sea_potato__patate_de_mer,23,2.14,Stable ~ 2.1 kts
7/30/2025,GP206F,9,2521,Hyas_coarctatus,7,0.39,Stable ~ 2.1 kts
7/30/2025,GP184F,10,40,American_plaice__plie_americaine,151,6.55,Stable ~ 2.1 kts
7/30/2025,GP184F,10,42,Yellowtail_flounder__limande_a_queue_jaune,3,0.3,Stable ~ 2.1 kts
7/30/2025,GP184F,10,2521,Hyas_coarctatus,4,0.07,Stable ~ 2.1 kts
7/30/2025,GP159F,11,40,American_plaice__plie_americaine,193,9.43,Stable ~ 2.1 kts
7/30/2025,GP159F,11,42,Yellowtail_flounder__limande_a_queue_jaune,31,2.2,Stable ~ 2.1 kts
7/30/2025,GP170F,12,10,Atlantic_cod__morue_franche,3,0.91,Stable ~ 2.1 kts
7/30/2025,GP170F,12,40,American_plaice__plie_americaine,100,3.84,Stable ~ 2.1 kts
7/30/2025,GP170F,12,42,Yellowtail_flounder__limande_a_queue_jaune,7,0.49,Stable ~ 2.1 kts
7/30/2025,GP170F,12,2521,Hyas_coarctatus,4,0.05,Stable ~ 2.1 kts
7/31/2025,GP174FR1,2,10,Atlantic_cod__morue_franche,5,0.55,Stable ~ 2.1 kts
7/31/2025,GP174FR1,2,40,American_plaice__plie_americaine,30,1.72,Stable ~ 2.1 kts
7/31/2025,GP174FR1,2,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.18,Stable ~ 2.1 kts
7/31/2025,GP174FR1,2,1823,sea_potato__patate_de_mer,4,0.4,Stable ~ 2.1 kts
7/31/2025,GP174FR1,2,2521,Hyas_coarctatus,6,0.48,Stable ~ 2.1 kts
7/31/2025,GP162F,3,10,Atlantic_cod__morue_franche,1,0.04,Stable ~ 2.1 kts
7/31/2025,GP162F,3,40,American_plaice__plie_americaine,167,5.58,Stable ~ 2.1 kts
7/31/2025,GP162F,3,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.04,Stable ~ 2.1 kts
7/31/2025,GP162F,3,2521,Hyas_coarctatus,1,0.01,Stable ~ 2.1 kts
7/31/2025,GP154F,4,40,American_plaice__plie_americaine,71,2.06,Stable ~ 2.2 kts
7/31/2025,GP154F,4,42,Yellowtail_flounder__limande_a_queue_jaune,7,0.59,Stable ~ 2.2 kts
7/31/2025,GP154F,4,43,winter_flounder__plie_rouge,2,0.34,Stable ~ 2.2 kts
7/31/2025,GP154F,4,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,2,0.3,Stable ~ 2.2 kts
7/31/2025,GP133F,5,10,Atlantic_cod__morue_franche,1,0.04,Stable ~ 2.1 kts
7/31/2025,GP133F,5,40,American_plaice__plie_americaine,71,1.73,Stable ~ 2.1 kts
7/31/2025,GP133F,5,42,Yellowtail_flounder__limande_a_queue_jaune,22,1.51,Stable ~ 2.1 kts
7/31/2025,GP133F,5,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,2,0.11,Stable ~ 2.1 kts
7/31/2025,GP141F,6,10,Atlantic_cod__morue_franche,1,0.03,Stable ~ 2.1 kts
7/31/2025,GP141F,6,40,American_plaice__plie_americaine,132,4.09,Stable ~ 2.1 kts
7/31/2025,GP141F,6,42,Yellowtail_flounder__limande_a_queue_jaune,8,0.75,Stable ~ 2.1 kts
7/31/2025,GP141F,6,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,1,0.3,Stable ~ 2.1 kts
7/31/2025,GP128FR1,8,10,Atlantic_cod__morue_franche,2,0.73,Accrochages~ 2.0 kts
7/31/2025,GP128FR1,8,40,American_plaice__plie_americaine,20,1.1,Accrochages~ 2.0 kts
7/31/2025,GP128FR1,8,42,Yellowtail_flounder__limande_a_queue_jaune,2,0.08,Accrochages~ 2.0 kts
7/31/2025,GP128FR1,8,1823,sea_potato__patate_de_mer,3,0.17,Accrochages~ 2.0 kts
7/31/2025,GP147F,9,40,American_plaice__plie_americaine,166,6.65,Stable ~ 2.2 kts
7/31/2025,GP147F,9,2521,Hyas_coarctatus,1,0.02,Stable ~ 2.2 kts
7/31/2025,GP158F,11,10,Atlantic_cod__morue_franche,1,0.03,Stable ~ 2.1 kts
7/31/2025,GP158F,11,40,American_plaice__plie_americaine,251,15.01,Stable ~ 2.1 kts
7/31/2025,GP158F,11,42,Yellowtail_flounder__limande_a_queue_jaune,5,0.39,Stable ~ 2.1 kts
7/31/2025,GP176F,12,40,American_plaice__plie_americaine,591,20.72,Stable ~ 2.1 kts
7/31/2025,GP176F,12,42,Yellowtail_flounder__limande_a_queue_jaune,40,3.84,Stable ~ 2.1 kts
7/31/2025,GP198F,13,40,American_plaice__plie_americaine,113,5.55,Stable ~ 2.1 kts
7/31/2025,GP198F,13,42,Yellowtail_flounder__limande_a_queue_jaune,5,0.33,Stable ~ 2.1 kts
7/31/2025,GP198F,13,2521,Hyas_coarctatus,4,0.14,Stable ~ 2.1 kts
8/1/2025,GP179F,1,40,American_plaice__plie_americaine,681,31.48,Stable ~ 2.1 kts
8/1/2025,GP179F,1,42,Yellowtail_flounder__limande_a_queue_jaune,5,0.48,Stable ~ 2.1 kts
8/1/2025,GP191FR1,3,40,American_plaice__plie_americaine,74,5.07,Stable ~ 2.1 kts
8/1/2025,GP191FR1,3,42,Yellowtail_flounder__limande_a_queue_jaune,16,1.16,Stable ~ 2.1 kts
8/1/2025,GP191FR1,3,2521,Hyas_coarctatus,1,0.01,Stable ~ 2.1 kts
8/1/2025,GP177FR1,5,40,American_plaice__plie_americaine,173,6.34,Stable ~ 2.1 kts
8/1/2025,GP177FR1,5,2521,Hyas_coarctatus,1,0.11,Stable ~ 2.1 kts
8/1/2025,GP163F,6,40,American_plaice__plie_americaine,107,6.2,Stable ~ 2.1 kts
8/1/2025,GP163F,6,42,Yellowtail_flounder__limande_a_queue_jaune,21,1.35,Stable ~ 2.1 kts
8/1/2025,GP163F,6,2521,Hyas_coarctatus,2,0.04,Stable ~ 2.1 kts
8/1/2025,GP164F,7,10,Atlantic_cod__morue_franche,1,0.03,Accrochages~ 2.0 kts
8/1/2025,GP164F,7,40,American_plaice__plie_americaine,194,11.04,Accrochages~ 2.0 kts
8/1/2025,GP164F,7,42,Yellowtail_flounder__limande_a_queue_jaune,8,0.47,Accrochages~ 2.0 kts
8/1/2025,GP164F,7,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,1,0.12,Accrochages~ 2.0 kts
8/1/2025,GP125F,14,40,American_plaice__plie_americaine,46,2.02,Accrochages~ 2.0 kts
8/1/2025,GP125F,14,42,Yellowtail_flounder__limande_a_queue_jaune,10,0.66,Accrochages~ 2.0 kts
8/2/2025,GP124F,1,40,American_plaice__plie_americaine,183,10.34,Stable ~ 2.1 kts
8/2/2025,GP105F,2,40,American_plaice__plie_americaine,110,5,Accrochages~ 2.0 kts
8/2/2025,GP105F,2,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.06,Accrochages~ 2.0 kts
8/2/2025,GP105F,2,2521,Hyas_coarctatus,4,0.05,Accrochages~ 2.0 kts
8/2/2025,GP106F,3,40,American_plaice__plie_americaine,208,7.89,Stable ~ 2.1 kts
8/2/2025,GP127F,4,40,American_plaice__plie_americaine,107,5.52,Stable ~ 2.1 kts
8/2/2025,GP127F,4,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.07,Stable ~ 2.1 kts
8/2/2025,GP127F,4,2521,Hyas_coarctatus,1,0.01,Stable ~ 2.1 kts
8/2/2025,GP113F,5,40,American_plaice__plie_americaine,190,7.29,Stable ~ 2.0 kts
8/2/2025,GP113F,5,42,Yellowtail_flounder__limande_a_queue_jaune,3,0.29,Stable ~ 2.0 kts
8/2/2025,GP113F,5,2521,Hyas_coarctatus,3,0.01,Stable ~ 2.0 kts
8/2/2025,GP123F,6,40,American_plaice__plie_americaine,154,5.16,Stable ~ 2.0 kts
8/2/2025,GP123F,6,42,Yellowtail_flounder__limande_a_queue_jaune,8,0.5,Stable ~ 2.0 kts
8/2/2025,GP123F,6,2521,Hyas_coarctatus,3,0.02,Stable ~ 2.0 kts
8/2/2025,GP099F,7,40,American_plaice__plie_americaine,166,4.45,Stable ~ 2.0 kts
8/2/2025,GP099F,7,42,Yellowtail_flounder__limande_a_queue_jaune,87,3.39,Stable ~ 2.0 kts
8/2/2025,GP084F,10,40,American_plaice__plie_americaine,92,3.48,Stable ~ 2.0 kts
8/2/2025,GP084F,10,42,Yellowtail_flounder__limande_a_queue_jaune,58,3.01,Stable ~ 2.0 kts
8/2/2025,GP077FR1,12,10,Atlantic_cod__morue_franche,88,3.14,Accrochages~ 2.0 kts
8/2/2025,GP077FR1,12,40,American_plaice__plie_americaine,39,1.73,Accrochages~ 2.0 kts
8/2/2025,GP077FR1,12,42,Yellowtail_flounder__limande_a_queue_jaune,100,5.57,Accrochages~ 2.0 kts
8/2/2025,GP077FR1,12,43,winter_flounder__plie_rouge,11,1.74,Accrochages~ 2.0 kts
8/2/2025,GP077FR1,12,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,1,0.04,Accrochages~ 2.0 kts
8/3/2025,GP068FR1,1,10,Atlantic_cod__morue_franche,2,0.16,Stable ~ 2.0 kts
8/3/2025,GP068FR1,1,40,American_plaice__plie_americaine,151,5.34,Stable ~ 2.0 kts
8/3/2025,GP068FR1,1,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.08,Stable ~ 2.0 kts
8/3/2025,GP088F,2,40,American_plaice__plie_americaine,213,5.14,Stable ~ 2.0 kts
8/3/2025,GP088F,2,42,Yellowtail_flounder__limande_a_queue_jaune,2,0.12,Stable ~ 2.0 kts
8/3/2025,GP080F,3,40,American_plaice__plie_americaine,256,8.56,Stable ~ 2.0 kts
8/3/2025,GP080F,3,42,Yellowtail_flounder__limande_a_queue_jaune,5,0.26,Stable ~ 2.0 kts
8/3/2025,GP080F,3,2521,Hyas_coarctatus,1,0.02,Stable ~ 2.0 kts
8/3/2025,GP090F,7,10,Atlantic_cod__morue_franche,1,0.15,Stable ~ 2.0 kts
8/3/2025,GP090F,7,40,American_plaice__plie_americaine,68,5.69,Stable ~ 2.0 kts
8/3/2025,GP090F,7,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.03,Stable ~ 2.0 kts
8/3/2025,GP076F,8,10,Atlantic_cod__morue_franche,1,0.55,Stable ~ 2.0 kts
8/3/2025,GP076F,8,40,American_plaice__plie_americaine,55,2.62,Stable ~ 2.0 kts
8/3/2025,GP076F,8,2521,Hyas_coarctatus,7,0.06,Stable ~ 2.0 kts
8/3/2025,GP061F,9,40,American_plaice__plie_americaine,151,4.4,Stable ~ 2.0 kts
8/3/2025,GP061F,9,42,Yellowtail_flounder__limande_a_queue_jaune,1,0.07,Stable ~ 2.0 kts
8/3/2025,GP061F,9,1823,sea_potato__patate_de_mer,1,0.09,Stable ~ 2.0 kts
8/3/2025,GP049F,10,10,Atlantic_cod__morue_franche,8,0.22,Stable ~ 2.0 kts
8/3/2025,GP049F,10,40,American_plaice__plie_americaine,47,1.06,Stable ~ 2.0 kts
8/3/2025,GP049F,10,42,Yellowtail_flounder__limande_a_queue_jaune,79,3.27,Stable ~ 2.0 kts
8/3/2025,GP049F,10,43,winter_flounder__plie_rouge,1,0.11,Stable ~ 2.0 kts
8/3/2025,GP049F,10,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,2,0.09,Stable ~ 2.0 kts
8/4/2025,GP026F,1,10,Atlantic_cod__morue_franche,9,0.36,Stable ~ 2.0 kts
8/4/2025,GP026F,1,40,American_plaice__plie_americaine,67,1.5,Stable ~ 2.0 kts
8/4/2025,GP026F,1,42,Yellowtail_flounder__limande_a_queue_jaune,140,5.27,Stable ~ 2.0 kts
8/4/2025,GP026F,1,43,winter_flounder__plie_rouge,4,0.51,Stable ~ 2.0 kts
8/4/2025,GP026F,1,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,2,0.21,Stable ~ 2.0 kts
8/4/2025,GP024FR1,3,10,Atlantic_cod__morue_franche,7,0.4,Stable ~ 2.1 kts
8/4/2025,GP024FR1,3,40,American_plaice__plie_americaine,26,1.16,Stable ~ 2.1 kts
8/4/2025,GP024FR1,3,42,Yellowtail_flounder__limande_a_queue_jaune,38,1.5,Stable ~ 2.1 kts
8/4/2025,GP024FR1,3,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,2,0.13,Stable ~ 2.1 kts
8/4/2025,GP036F,4,10,Atlantic_cod__morue_franche,4,0.4,Stable ~ 2.1 kts
8/4/2025,GP036F,4,40,American_plaice__plie_americaine,26,0.39,Stable ~ 2.1 kts
8/4/2025,GP036F,4,42,Yellowtail_flounder__limande_a_queue_jaune,65,2.28,Stable ~ 2.1 kts
8/4/2025,GP036F,4,300,longhorn_sculpin__chaboisseau_a_dix_huit_epines,1,0.04,Stable ~ 2.1 kts
8/4/2025,GP025F,5,40,American_plaice__plie_americaine,74,3.21,Stable ~ 2.0 kts
8/4/2025,GP023F,6,40,American_plaice__plie_americaine,24,1.76,Stable ~ 2.0 kts
8/4/2025,GP016F,7,40,American_plaice__plie_americaine,76,2.72,Stable ~ 2.1 kts
8/4/2025,GP016F,7,42,Yellowtail_flounder__limande_a_queue_jaune,218,7.26,Stable ~ 2.1 kts
8/4/2025,GP019F,8,40,American_plaice__plie_americaine,49,2.79,Stable ~ 2.1 kts
