site,province,station,latitude_de_station,longitude_de_station,saisons_en_opération_et_nombre_échontillions,liste_des_espèces_capturées,list_de_VAS,nombre_total_de_poisson_capturées,nombre_annuel_moyen_de_poissons_capturés
Antigonish,N-É,Dunn's Beach,45.68314,-61.87121,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(4), 2010(5), 2011(5), 2012(4), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Anguille dAmérique, Lancon dAmérique, Saumon dAtlantique, Capucette dAtlantique, Poulamon dAtlantique, Fondule barrée, Épinoche tachetée, Alose dété, Truite mouchetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Éperlan arc-en-ciel, Truite arc-en-ciel, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Bar-perche, Turbot de sable, Plie rouge, Limande à queu jaune","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus",35601,2225.06
Antigonish,N-É,Eden,45.659083,-61.909083,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(5), 2012(4), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Anguille dAmérique, Lancon dAmérique, Capucette dAtlantique, Poulamon dAtlantique, Fondule barrée, Épinoche tachetée, Alose dété, Truite mouchetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crapaud de mer nain, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Éperlan arc-en-ciel, Truite arc-en-ciel, Crabe de roche (commun), Sigouine de roche, Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Bar rayé, Épinoche a trois épines, Merluche blanche, Bar-perche, Plie rouge, Limande à queu jaune","Algue brune filamenteuse, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",41055,2565.94
Antigonish,N-É,Naveen Lane,45.635338,-61.904481,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(4), 2012(4), 2013(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Anguille dAmérique, Lancon dAmérique, Saumon dAtlantique, Capucette dAtlantique, Fondule barrée, Épinoche tachetée, Alose dété, Truite mouchetée, Tanche-tautogue, Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Syngnate brun, Éperlan arc-en-ciel, Crevette de sable, Plie lisse, Bar rayé, Épinoche a trois épines, Espèces truites, Turbot de sable, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",58975,4536.54
Antigonish,N-É,Seabright,45.67237,-61.90695,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(5), 2012(4), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Anguille dAmérique, Lancon dAmérique, Capucette dAtlantique, Poulamon dAtlantique, Fondule barrée, Épinoche tachetée, Alose dété, Truite mouchetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Syngnate brun, Éperlan arc-en-ciel, Truite arc-en-ciel, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Espèces truites, Merluche blanche, Turbot de sable, Plie rouge, Limande à queu jaune","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus",102310,6394.38
Antigonish,N-É,Terra Tory Drive,45.65924,-61.913261,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(4), 2012(4), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Anguille dAmérique, Lancon dAmérique, Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Alose dété, Truite mouchetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crapaud de mer nain, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Merluche blanche, Plie rouge, Limande à queu jaune","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Laminaires, Espece Fucus, Ruppie maritime",39879,2492.44
Cheticamp,N-É,Causeway,46.60239,-61.0345,"2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Anguille dAmérique, Lancon dAmérique, Saumon dAtlantique, Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Sigouine de roche, Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Bar-perche, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus",25077,2279.73
Cheticamp,N-É,Coop,46.6243,-61.017433,"2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Gaspereau, Anguille dAmérique, Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crapaud de mer nain, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Sigouine de roche, Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Bar-perche, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus",6164,560.36
Cheticamp,N-É,Fiset Brook,46.598533,-61.022583,"2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Anguille dAmérique, Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crapaud de mer nain, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Crevette de sable, Chaboisseau à épines courtes, Épinoche a trois épines, Espèce inconnue, Bar-perche, Plie rouge","Algue brune filamenteuse, Algue brune commune, Zostere marine, Algue verte, Espece Fucus",35382,2948.50
Cheticamp,N-É,Gretchen Beach,46.619467,-61.026367,"2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Anguille dAmérique, Lancon dAmérique, Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crapaud de mer nain, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Sigouine de roche, Crevette de sable, Chaboisseau à épines courtes, Bar rayé, Épinoche a trois épines, Bar-perche, Plie rouge, Limande à queu jaune","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus",3456,288.00
Cheticamp,N-É,Opposite Church,46.627867,-61.021067,"2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Gaspereau, Anguille dAmérique, Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crapaud de mer nain, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Sigouine de roche, Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue brune commune, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",34706,3155.09
Cheticamp,N-É,Pointe a Cochon,46.615083,-61.0237,"2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Anguille dAmérique, Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crapaud de mer nain, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Sigouine de roche, Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Bar-perche, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",24810,2067.50
Cheticamp,N-É,Wharf,46.626371,-61.01588,2019(1),"Tanche-tautogue, Crevette dherbe, Chaboisseau à épines courtes, Épinoche a trois épines, Espèce inconnue","Algue brune filamenteuse, Zostere marine, Espece Fucus",93,93.00
Mabou,N-É,Gillis Cove,46.08585,-61.458805,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(4), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Anguille dAmérique, Lancon dAmérique, Saumon dAtlantique, Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Truite mouchetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crapaud de mer nain, Crabe calico (demoiselle), Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Bar rayé, Épinoche a trois épines, Merluche blanche, Bar-perche, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",29132,1820.75
Mabou,N-É,Goose Point,46.06671,-61.427544,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(4), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Anguille dAmérique, Capucette dAtlantique, Poulamon dAtlantique, Fondule barrée, Épinoche tachetée, Truite mouchetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Syngnate brun, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Bar-perche, Turbot de sable, Plie rouge","Algue brune filamenteuse, Algue brune commune, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",32139,2008.69
Mabou,N-É,MacLean's Point,46.07815,-61.455567,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(4), 2012(3), 2013(3), 2014(3), 2015(2), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Anguille dAmérique, Lancon dAmérique, Maquereau bleu, Saumon dAtlantique, Capucette dAtlantique, Poulamon dAtlantique, Fondule barrée, Épinoche tachetée, Truite mouchetée, Tanche-tautogue, Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crapaud de mer nain, Choquemort, Épinoche a neuf épines, Syngnate brun, Éperlan arc-en-ciel, Truite arc-en-ciel, Crabe de roche (commun), Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Bar rayé, Épinoche a trois épines, Espèces truites, Merluche blanche, Bar-perche, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus",25656,1603.50
Mabou,N-É,MacPhee's Point,46.082867,-61.441933,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(4), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Anguille dAmérique, Saumon dAtlantique, Capucette dAtlantique, Poulamon dAtlantique, Fondule barrée, Épinoche tachetée, Alose dété, Truite mouchetée, Tanche-tautogue, Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crapaud de mer nain, Choquemort, Épinoche a neuf épines, Syngnate brun, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Plie lisse, Bar rayé, Épinoche a trois épines, Espèces truites, Bar-perche, Plie rouge, Limande à queu jaune","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Codium Fragile, Espece Fucus, Ruppie maritime",11368,710.50
Mabou,N-É,Murphy's Point,46.07235,-61.413583,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(4), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Anguille dAmérique, Capucette dAtlantique, Poulamon dAtlantique, Fondule barrée, Épinoche tachetée, Alose dété, Truite mouchetée, Tanche-tautogue, Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Plie lisse, Bar rayé, Épinoche a trois épines, Merluche blanche, Bar-perche, Turbot de sable, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Codium Fragile, Espece Fucus, Ruppie maritime",22655,1415.94
Mabou,N-É,Priest Point,46.073633,-61.405183,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(4), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Anguille dAmérique, Saumon dAtlantique, Capucette dAtlantique, Poulamon dAtlantique, Fondule barrée, Épinoche tachetée, Truite mouchetée, Tanche-tautogue, Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Syngnate brun, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Plie lisse, Bar rayé, Épinoche a trois épines, Espèces truites, Bar-perche, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Laminaires, Espece Fucus",10589,661.81
Pictou,N-É,Boat Harbour,45.67576,-62.63784,"2004(5), 2005(4), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Anguille dAmérique, Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Plie lisse, Bar rayé, Épinoche a trois épines, Lussion blanc, Bar-perche, Turbot de sable, Plie rouge, Limande à queu jaune","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Laminaires, Espece Fucus",9181,573.81
Pictou,N-É,Boggs Brook,45.64062,-62.72919,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Saumon dAtlantique, Capucette dAtlantique, Fondule barrée, Épinoche tachetée, Alose dété, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Syngnate brun, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Plie lisse, Bar rayé, Épinoche a trois épines, Bar-perche, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",44977,2811.06
Pictou,N-É,East Side Causeway,45.669717,-62.7275,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Maquereau bleu, Saumon dAtlantique, Capucette dAtlantique, Poulamon dAtlantique, Fondule barrée, Épinoche tachetée, Truite mouchetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Lussion blanc, Turbot de sable, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",40243,2515.19
Pictou,N-É,Lyon's Brook,45.67583,-62.74132,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Anguille dAmérique, Capucette dAtlantique, Poulamon dAtlantique, Fondule barrée, Épinoche tachetée, Alose dété, Truite mouchetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Turbot de sable, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Codium Fragile, Espece Fucus, Ruppie maritime",42302,2643.88
Pictou,N-É,Marina,45.6829,-62.691,"2004(5), 2005(5), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Anguille dAmérique, Lancon dAmérique, Saumon dAtlantique, Capucette dAtlantique, Fondule barrée, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crapaud de mer nain, Crabe calico (demoiselle), Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Sigouine de roche, Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Turbot de sable, Plie rouge, Limande à queu jaune","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Laminaires, Espece Fucus, Ruppie maritime",26259,1641.19
Pictou,N-É,Power Plant,45.62596,-62.64932,"2004(5), 2005(4), 2006(5), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Saumon dAtlantique, Capucette dAtlantique, Fondule barrée, Épinoche tachetée, Alose dété, Plies sp., Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Syngnate brun, Crabe de roche (commun), Crevette de sable, Plie lisse, Bar rayé, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",65515,4094.69
Pugwash,N-É,Brickyard,45.85025,-63.66695,"2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1)","Gaspereau, Anguille dAmérique, Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Tanche-tautogue, Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Crabe de roche (commun), Sigouine de roche, Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Turbot de sable, Plie rouge","Algue brune filamenteuse, Algue rouge commune, Zostere marine, Algue verte, Laminaires, Espece Fucus",7385,615.42
Pugwash,N-É,Crescent Beach,45.8547,-63.66575,"2004(3), 2005(5), 2006(4), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Anguille dAmérique, Lancon dAmérique, Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Tanche-tautogue, Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crapaud de mer nain, Choquemort, Épinoche a neuf épines, Éperlan arc-en-ciel, Truite arc-en-ciel, Sigouine de roche, Crevette de sable, Plie lisse, Épinoche a trois épines, Turbot de sable, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus",13978,873.63
Pugwash,N-É,Doherty Creek,45.814,-63.659167,"2004(3), 2005(5), 2006(4), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(2), 2019(1)","Gaspereau, Anguille dAmérique, Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Tanche-tautogue, Plies sp., Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",16976,1061.00
Pugwash,N-É,Mundle's,45.8738,-63.653333,"2007(5), 2008(4), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Capucette dAtlantique, Poulamon dAtlantique, Fondule barrée, Épinoche tachetée, Tanche-tautogue, Épinoche a quatre épines, Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Éperlan arc-en-ciel, Crevette de sable, Plie lisse, Épinoche a trois épines, Bar-perche, Turbot de sable, Plie rouge","Algue brune filamenteuse, Algue brune commune, Algue rouge commune, Zostere marine, Algue verte, Laminaires, Espece Fucus, Ruppie maritime",6275,482.69
Pugwash,N-É,Pagweak Camp,45.853717,-63.675933,"2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Tanche-tautogue, Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Sigouine de roche, Crevette de sable, Plie lisse, Épinoche a trois épines, Bar-perche, Turbot de sable, Plie rouge, Limande à queu jaune","Algue brune filamenteuse, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus",16780,1290.77
Pugwash,N-É,Seagull Pier,45.845167000000004,-63.66395,"2004(3), 2005(5), 2006(4), 2007(5), 2008(5), 2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Lancon dAmérique, Capucette dAtlantique, Fondule barrée, Épinoche tachetée, Épinoche a quatre épines, Gasterosteus sp., Crevette dherbe, Crabe vert, Crabe calico (demoiselle), Crabe de vase, Choquemort, Épinoche a neuf épines, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge, Limande à queu jaune","Algue rouge commune, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",28526,1782.88
River Phillip,N-É,Bergman's Point,45.861461,-63.713787,"2007(4), 2008(5), 2009(5)","Gaspereau, Capucette dAtlantique, Épinoche tachetée, Alose dété, Tanche-tautogue, Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Crabe de roche (commun), Crevette de sable, Plie lisse, Bar rayé, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus",4559,1519.67
River Phillip,N-É,Boat Launch,45.85055,-63.739472,"2005(5), 2006(3), 2007(4), 2008(5), 2009(5)","Gaspereau, Capucette dAtlantique, Épinoche tachetée, Tanche-tautogue, Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Crabe de roche (commun), Sigouine de roche, Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Plie rouge, Limande à queu jaune","Algue brune filamenteuse, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",18544,3708.80
River Phillip,N-É,Landry Beach,45.84928,-63.74701,"2007(4), 2008(5), 2009(5)","Gaspereau, Capucette dAtlantique, Épinoche tachetée, Alose dété, Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Crevette de sable, Plie lisse, Épinoche a trois épines","Algue brune filamenteuse, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",14274,4758.00
River Phillip,N-É,Lobster Shed,45.853004,-63.744756,"2005(4), 2006(4), 2007(4), 2008(5), 2009(5)","Gaspereau, Capucette dAtlantique, Épinoche tachetée, Alose dété, Truite mouchetée, Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Sigouine de roche, Crevette de sable, Chaboisseau à épines courtes, Plie lisse, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",13110,2622.00
River Phillip,N-É,Old MacDonald Beach,45.86107,-63.72884,"2007(4), 2008(5), 2009(5)","Gaspereau, Capucette dAtlantique, Épinoche tachetée, Tanche-tautogue, Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Éperlan arc-en-ciel, Crevette de sable, Plie lisse, Bar rayé, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus",5930,1976.67
River Phillip,N-É,Salt Marsh City,45.853883,-63.740833,"2005(5), 2006(3), 2007(4), 2008(5), 2009(5)","Capucette dAtlantique, Épinoche tachetée, Épinoche a quatre épines, Crevette dherbe, Crabe vert, Crabe de vase, Choquemort, Épinoche a neuf épines, Crevette de sable, Plie lisse, Épinoche a trois épines, Plie rouge","Zostere marine, Algue verte, Espece Fucus, Ruppie maritime",27773,5554.60
Tatamagouche,N-É,Cape John,45.79205,-63.103233,"2009(5), 2010(5), 2011(3), 2012(3), 2013(3), 2014(3), 2015(3), 2016(3), 2017(3), 2018(1), 2019(1)","Gaspereau, Capucette dAtlantique, Poulamon dAtlantique, Épinoche tachetée, Épinoche a quatre épines, Crevette dherbe, Crabe vert, Choquemort, Épinoche a neuf épines, Éperlan arc-en-ciel, Crabe de roche (commun), Crevette de sable, Plie lisse, Bar rayé, Épinoche a trois épines, Plie rouge","Algue brune filamenteuse, Algue rouge commune, Zostere marine, Algue verte, Espece Fucus",3976,361.45
