project_code__code_du_projet,sample_number__numéro_d'échantillon,waterbody_name__nom_masse_d'eau,collection_date__date_de_collecte,net/trap_type__type_filet/piège,scientific_name__nom_scientifique,common_name__nom_commun,abbreviated_name__nom_abrégé,dissection_date__date_dissection,fork_length__longueur_fourche,total_length__longueur_totale,total_mass__masse_totale,dna_tube_size__taille_tube_adn,notes__notes
MLR21,2052,McKiel,2021/08/26,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,9.6,10,9,2,
MLR21,2053,McKiel,2021/08/26,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,9.4,9.8,9.4,2,
MLR21,2054,McKiel,2021/08/26,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,9,9.8,8.5,2,
MLR21,2055,McKiel,2021/08/26,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,8.2,8.7,8.1,2,
MLR21,2056,McKiel,2021/08/26,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,8.1,8.6,6,2,
MLR21,2057,McKiel,2021/08/26,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,9.1,9.5,9.2,2,
MLR21,2058,McKiel,2021/08/26,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,8.5,8.5,7.8,2,Eroded caudal
MLR21,2059,McKiel,2021/08/26,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,8.5,9,7,2,
MLR21,2060,McKiel,2021/08/26,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,10.1,10.6,12.4,2,
MLR21,2061,McKiel,2021/08/26,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,8.5,9,7.3,2,
MLR21,2062,McKiel,2021/08/26,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,8.5,9.2,8.7,2,
MLR21,2063,McKiel,2021/08/26,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,8.5,9.1,7.7,2,
MLR21,2064,McKiel,2021/08/26,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,9.5,10.1,10.4,2,
MLR21,2065,McKiel,2021/08/26,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,8.6,9.6,9.4,2,
MLR21,2066,McKiel,2021/08/26,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,10.2,10.6,12.7,2,
MLR21,2067,McKiel,2021/08/26,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,9.8,10.2,12.2,2,
MLR21,2068,McKiel,2021/08/26,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,9.9,10.4,10.7,2,
MLR21,2069,McKiel,2021/08/26,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,10,10.6,10.3,2,
MLR21,2070,McKiel,2021/08/26,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,10,10,12.9,2,Eroded caudal
MLR21,2071,McKiel,2021/08/26,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,11,11,13,2,"Eroded caudal, parasite"
MLR21,2072,McKiel,2021/08/26,Z-trap ,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,10.5,11.7,16.6,2,
MLR21,2073,McKiel,2021/08/26,Gill net,Morone americana,White Perch,W.P.,2023/03/27,33.5,35.6,577,2,
MLR21,2074,McKiel,2021/08/26,Fyke,Morone americana,White Perch,W.P.,2023/03/27,10.5,11.3,18.1,2,
MLR21,2075,McKiel,2021/08/26,Fyke,Morone americana,White Perch,W.P.,2023/03/27,10.3,11,17.1,2,
MLR21,2076,McKiel,2021/08/26,Fyke,Morone americana,White Perch,W.P.,2023/03/27,11.4,12.1,18.9,2,
MLR21,2077,McKiel,2021/08/26,Fyke,Morone americana,White Perch,W.P.,2023/03/27,11.1,11.8,16.2,2,
MLR21,2078,McKiel,2021/08/26,Fyke,Morone americana,White Perch,W.P.,2023/03/27,9.9,10.5,14.5,2,
MLR21,2079,McKiel,2021/08/26,Fyke,Morone americana,White Perch,W.P.,2023/03/27,11.4,12.5,19.8,2,
MLR21,2080,McKiel,2021/08/26,Fyke,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,8.5,9,7.7,2,
MLR21,2081,McKiel,2021/08/26,Fyke,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,11.9,12.2,19.7,2,
MLR21,2082,McKiel,2021/08/26,Fyke,Perca flavescens,Yellow Perch,Y.P.,2023/03/27,15,16,46.8,2,
MLR21,2083,McKiel,2021/08/26,Fyke,Morone americana,White Perch,W.P.,2023/03/27,23,24.5,202.5,2,
MLR21,2084,McKiel,2021/08/26,Fyke,Luxilus cornutus,Common Shiner,C.S.,2023/03/28,13.1,14.5,35,2,
MLR21,2085,McKiel,2021/08/26,Fyke,Semotilus corporalis,Fall Fish,F.F.,2023/03/28,15.5,16.9,50.4,2,
MLR21,2086,McKiel,2021/08/26,Fyke,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/03/28,14.1,15.3,36.3,2,
MLR21,2087,McKiel,2021/08/26,Fyke,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/03/28,12.6,13.5,24.1,2,
MLR21,2088,McKiel,2021/08/26,Fyke,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/03/28,11.8,12.9,21.2,2,
MLR21,2089,McKiel,2021/08/26,Fyke,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/03/28,11.9,12.9,23.9,2,
MLR21,2090,McKiel,2021/08/26,Fyke,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/03/28,12,12.5,24.9,2,
MLR21,2091,McKiel,2021/08/26,Fyke,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/03/28,13.3,14.5,32.8,2,Otolith (2 sets)
MLR21,2092,McKiel,2021/08/26,Fyke,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/03/28,14.8,15.9,49.1,2,Otolith (2 sets)
MLR21,2093,McKiel,2021/08/26,Fyke,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/03/28,16.9,18.3,67.3,2,Otolith (2 sets)
MLR21,2094,McKiel,2021/08/26,Fyke,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/03/28,15.8,16.6,51.4,2,Otolith (2 sets)
MLR21,2095,McKiel,2021/08/26,Fyke,Notemigonus crysoleucas,Golden Shiner,G.S.,2023/03/28,13.5,14.6,34.6,2,Otolith (2 sets)
MLR21,2096,McKiel,2021/08/26,Gill net,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/28,11.1,12.5,24,2,No scales
MLR21,2097,McKiel,2021/08/26,Gill net,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/28,13.5,14.5,37.3,2,No scales
MLR21,2098,McKiel,2021/08/26,Gill net,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/28,13.8,14.3,33.4,2,No scales
MLR21,2099,McKiel,2021/08/26,Gill net,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/28,12.2,12.4,21.4,2,No scales
MLR21,2100,McKiel,2021/08/26,Gill net,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/28,13.6,13.8,31.2,2,No scales
MLR21,2101,McKiel,2021/08/26,Gill net,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/28,11.8,12,22,2,No scales
MLR21,2102,McKiel,2021/08/26,Gill net,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/28,15.8,16,48.5,2,No scales
MLR21,2103,McKiel,2021/08/26,Gill net,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/28,18.2,18.7,71.8,2,No scales
MLR21,2104,McKiel,2021/08/26,Gill net,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/28,20,20.2,112.3,2,No scales
MLR21,2105,McKiel,2021/08/26,Gill net,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/28,12.9,13.3,117.2,2,No scales
MLR21,2106,McKiel,2021/08/26,Gill net,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/28,20.5,20.8,102.7,2,No scales
MLR21,2107,McKiel,2021/08/26,Gill net,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/28,14.5,14.7,34.9,2,No scales
MLR21,2108,McKiel,2021/08/26,Gill net,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/28,13.6,13.9,30.4,2,No scales
MLR21,2109,McKiel,2021/08/26,Gill net,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/28,13.4,13.6,34.1,2,No scales
MLR21,2110,McKiel,2021/08/26,Gill net,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/28,13.9,14.2,36,2,No scales and fish in stomach
MLR21,2111,McKiel,2021/08/26,Gill net,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/28,17.4,17.8,71.6,2,No scales
MLR21,2112,McKiel,2021/08/26,Gill net,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/28,18.8,19.1,81.3,2,No scales
MLR21,2113,McKiel,2021/08/26,Gill net,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/28,21,21.3,127.7,2,No scales
MLR21,2114,McKiel,2021/08/26,Gill net,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/28,21.9,22.1,134.1,2,No scales
MLR21,2115,McKiel,2021/08/26,Gill net,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/28,23.4,23.7,178.6,2,No scales
MLR21,2116,McKiel,2021/08/26,Fyke,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/29,8.1,8.3,7.1,2,No pic and no scales
MLR21,2117,McKiel,2021/08/26,Fyke,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/29,10.4,10.6,11.6,2,No pic and no scales
MLR21,2118,McKiel,2021/08/26,Fyke,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/29,23.9,24.1,196.8,2,No scales and no pic 
MLR21,2119,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,11.7,12,20,2,No pic and no scales
MLR21,2120,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,13.5,14,31.5,2,No pic
MLR21,2121,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,13.6,14.9,34.7,2,No pic
MLR21,2122,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,13.6,14.8,33.6,2,No pic
MLR21,2123,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,14.5,16,42.6,2,No pic
MLR21,2124,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,15.3,16.8,53.3,2,No pic
MLR21,2125,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,13.5,14.6,36.4,2,No pic
MLR21,2126,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,16,17.4,56.2,2,No pic
MLR21,2127,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,16.5,18.4,62.4,2,No pic
MLR21,2128,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,16.1,17.3,60.7,2,No pic
MLR21,2129,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,14.6,15.5,42.3,2,No pic
MLR21,2130,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,17.1,18.7,76.6,2,No pic
MLR21,2131,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,20.5,21.9,100.4,2,No pic
MLR21,2132,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,22,24,134.1,2,No pic
MLR21,2133,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,22.9,23.9,141.6,2,No pic
MLR21,2134,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,13.8,14.9,35.7,2,
MLR21,2135,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,11.3,12.2,20.2,2,
MLR21,2136,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,10.9,12,20.3,2,
MLR21,2137,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,14.5,15.5,40.1,2,
MLR21,2138,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,17.1,18.4,61,2,
MLR21,2139,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,12.1,13,25.1,2,
MLR21,2140,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,11.9,13,25.6,2,
MLR21,2141,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,14.8,15.1,49.2,2,
MLR21,2142,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,14.3,14.3,44.5,2,Eroded caudal 
MLR21,2143,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,15.5,16.9,52.5,2,
MLR21,2144,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,14,15.3,38.6,2,
MLR21,2145,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,13.6,14.7,34.4,2,
MLR21,2146,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,12.9,13.5,28.9,2,
MLR21,2147,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,12.7,13.6,27.4,2,
MLR21,2148,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,13.9,15.1,40.7,2,
MLR21,2149,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,13.7,14.6,35.2,2,
MLR21,2150,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,13.9,13.9,48,2,No caudal
MLR21,2151,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,13.6,15,33.1,2,"No liver, no stomach content "
MLR21,2152,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,15.3,16.8,46.7,2,
MLR21,2153,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,16.1,17.7,61.2,2,
MLR21,2154,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,16.2,17.7,61,2,
MLR21,2155,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,16,17.8,59.6,2,
MLR21,2156,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/29,17,18.6,71.1,2,
MLR21,2157,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,11.5,11.9,17.9,2,
MLR21,2158,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,8.5,9,8.7,2,
MLR21,2159,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,11.4,12.1,17.6,2,
MLR21,2160,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,11.5,12,20,2,
MLR21,2161,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,12.5,13.1,23.3,2,
MLR21,2162,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,9.9,10.5,12.9,2,
MLR21,2163,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,11.5,12.3,19,2,
MLR21,2164,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,11.6,12.4,20.3,2,
MLR21,2165,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,11.1,12.2,20.3,2,
MLR21,2166,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,13.6,15,37.5,2,
MLR21,2167,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,12.5,13,24.1,2,
MLR21,2168,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,14.6,16.1,46.6,2,
MLR21,2169,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,14.5,15.1,39.9,2,
MLR21,2170,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,15,15.7,40.4,2,
MLR21,2171,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,13.5,13.5,45.9,2,No caudal
MLR21,2172,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,15.5,17.3,57.2,2,
MLR21,2173,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,10,10.9,12,2,
MLR21,2174,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,9.1,9.8,11,2,
MLR21,2175,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,11,12.2,20.7,2,
MLR21,2176,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,12.6,13.7,30.9,2,
MLR21,2177,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,14.8,16.3,42.5,2,
MLR21,2178,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,14.2,15.4,38.9,2,
MLR21,2179,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,14.8,16.4,45.6,2,
MLR21,2180,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,16.3,17.8,57.1,2,
MLR21,2181,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,16,17.8,55.8,2,
MLR21,2182,McKiel,2021/06/25,N/A,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,16.4,18.1,64.6,2,
MLR21,2183,McKiel,2021/06/25,Gill net,Luxilus cornutus,Common Shiner,C.S.,2023/03/30,9.9,10.1,13.7,2,
MLR21,2184,McKiel,2021/06/25,Gill net,Luxilus cornutus,Common Shiner,C.S.,2023/03/30,11.9,13,27.7,2,
MLR21,2185,McKiel,2021/06/25,Gill net,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,9.9,10.3,14.8,2,Small amount of scales
MLR21,2186,McKiel,2021/06/25,Gill net,Semotilus corporalis,Fall Fish,F.F.,2023/03/30,12.9,13.6,30.6,2,
MLR21,2187,McKiel,2021/06/25,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/30,9.9,10.5,13.6,2,
MLR21,2188,McKiel,2021/06/25,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/30,9.7,10.3,13.2,2,Small liver
MLR21,2189,McKiel,2021/06/25,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/30,10.4,11.8,14.6,2,
MLR21,2190,McKiel,2021/06/25,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/30,8.9,9.4,9.8,2,
MLR21,2191,McKiel,2021/06/25,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/30,9.3,9.7,13.2,2,
MLR21,2192,McKiel,2021/06/25,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/30,10.3,10.9,13,2,Small liver
MLR21,2193,McKiel,2021/06/25,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/30,8.6,9,8.4,2,
MLR21,2194,McKiel,2021/06/25,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/30,9,9.6,10.6,2,
MLR21,2195,McKiel,2021/06/25,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/30,10,10.5,14.5,2,
MLR21,2196,McKiel,2021/06/25,Gill net,Perca flavescens,Yellow Perch,Y.P.,2023/03/30,9,9.5,10.9,2,
MLR21,2197,McKiel,2021/06/25,Gill net,Ameiurus nebulosus,Brown Bullhead,B.B.,2023/03/30,22.4,23,130.6,2,No scales
MLR21,2218,Miramichi,2021/07/04,Fyke,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/05,9.3,9.6,11.3,2,
MLR21,2219,Miramichi,2021/06/01,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/05,16.3,17.3,69,2,
MLR21,2220,Miramichi,2021/06/07,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/05,17.4,18.4,82.5,2,
MLR21,2221,Miramichi,2021/06/08,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/05,17,17.8,84.4,2,
MLR21,2222,Miramichi,2021/06/08,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/05,18.4,19.1,98.9,2,
MLR21,2223,Miramichi,2021/06/08,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/05,17.5,18.2,80.5,10,Fish in stomach 
MLR21,2224,Miramichi,2021/06/04,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/05,29.9,32.5,513.8,50,Already open
MLRXX,2225,Miramichi,N/A,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/05,27,28.1,312.5,50,Already open
MLR21,2226,Miramichi,2021/07/05,Gill net,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/05,33,35.2,624.8,50,Already open
MLR21,2227,Miramichi,2021/07/02,Gill net,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/05,31,32.5,478,50,"Already open, fish in stomach"
MLR21,2228,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,5.9,6.1,2.7,2,
MLR21,2229,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,5.8,6,2.7,2,
MLR21,2230,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,5.9,6.1,3.1,2,
MLR21,2231,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,5.9,6.1,3.1,2,Good amount of stomach content
MLR21,2232,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,5.9,6,3,2,
MLR21,2233,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,5.2,5.3,2.1,2,No scales
MLR21,2234,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,5.1,5.2,1.8,2,
MLR21,2235,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,4.8,4.9,1.4,2,
MLR21,2236,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,5.4,5.6,1.9,2,
MLR21,2237,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,6,6.2,2.9,2,
MLR21,2238,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,5.8,5.9,2.4,2,
MLR21,2239,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,5.2,5.3,1.9,2,
MLR21,2240,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,5.4,5.6,2,2,
MLR21,2241,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,4.4,4.6,1.1,2,
MLR21,2242,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,4.8,4.9,1.1,2,Small stomach content
MLR21,2243,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,5.7,5.8,2.7,2,
MLR21,2244,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,5.5,5.7,2.5,2,
MLR21,2245,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,5.2,5.3,1.7,2,
MLR21,2246,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,5.4,5.5,1.9,2,
MLR21,2247,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,5.3,5.5,1.7,2,
MLR21,2248,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,5.6,5.7,2.5,2,
MLR21,2249,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,5.4,5.5,2.1,2,Small amount of scales
MLR21,2250,Miramichi,2021/06/30,Gill net,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,31.5,33.1,574.3,15,
MLR21,2251,Miramichi,2021/07/01,Gill net,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,36,37.6,898.5,N/A,No stomach content
MLR21,2252,Miramichi,2021/07/08,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,25.8,26.5,324.7,15,
MLR21,2253,Miramichi,2021/06/17,Gill net,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,32,33.4,591.8,15,
MLR21,2254,Miramichi,2021/07/13,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,30,31.5,424.5,15,
MLR21,2255,Miramichi,2021/07/13,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/06,31.9,32.9,493,15,Small liver sample
MLR21,2256,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.4,5.5,2.4,2,
MLR21,2257,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.3,5.4,2.1,2,
MLR21,2258,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,6.4,6.5,3.6,2,
MLR21,2259,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.9,6,2.8,2,
MLR21,2260,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,6.2,6.3,3.5,2,
MLR21,2261,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,4.9,5,1.7,2,
MLR21,2262,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.2,5.3,1.8,2,
MLR21,2263,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.2,5.3,1.9,2,
MLR21,2264,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,5.4,5.5,2.4,2,
MLR21,2265,Miramichi,2021/08/12,N/A,Micropterus dolomieu,Smallmouth Bass,S.B.,2023/04/11,6,6.2,3.2,2,
