"source","latin.name_nom.latin","english.name_nom.anglais","french.name_nom.français","year_année","month_mois","structure.type__type.de.structures","total.number_nombre.total"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2002,9,"otolith",1829
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2003,9,"otolith",697
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2004,9,"otolith",1791
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2005,9,"otolith",1518
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2006,9,"otolith",1630
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2007,9,"otolith",1498
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2008,8,"otolith",147
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2008,9,"otolith",1424
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2009,9,"otolith",977
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2010,9,"otolith",1169
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2011,9,"otolith",820
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2011,10,"otolith",57
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2012,9,"otolith",1153
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2013,9,"otolith",1210
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2014,9,"otolith",1338
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2015,9,"otolith",1425
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2016,9,"otolith",943
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2017,9,"otolith",364
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2018,9,"otolith",700
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2018,10,"otolith",19
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2019,9,"otolith",503
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2019,10,"otolith",2
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2020,9,"otolith",600
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2020,10,"otolith",139
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2021,8,"otolith",162
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2021,9,"otolith",1465
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2022,9,"otolith",1237
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2023,9,"otolith",1055
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2023,10,"otolith",1
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2024,8,"otolith",203
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2024,9,"otolith",601
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2005,8,"otolith",1149
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2006,8,"otolith",1038
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2007,8,"otolith",922
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2008,8,"otolith",986
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2009,8,"otolith",1731
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2010,8,"otolith",710
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2011,8,"otolith",1155
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2012,8,"otolith",968
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2013,8,"otolith",284
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2014,8,"otolith",1336
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2015,8,"otolith",1223
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2016,8,"otolith",675
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2017,8,"otolith",493
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2018,8,"otolith",477
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2019,8,"otolith",258
"RV-4T","Leucoraja ocellata","Winter Skate","Raie tachetee",2004,9,"vertebrae",2
"RV-4T","Amblyraja radiata","Thorny Skate","Raie epineuse",2005,9,"vertebrae",323
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2005,9,"vertebrae",82
"RV-4T","Leucoraja ocellata","Winter Skate","Raie tachetee",2005,9,"vertebrae",27
"RV-4T","Amblyraja radiata","Thorny Skate","Raie epineuse",2006,9,"vertebrae",530
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2006,9,"vertebrae",108
"RV-4T","Leucoraja ocellata","Winter Skate","Raie tachetee",2006,9,"vertebrae",27
"RV-4T","Amblyraja radiata","Thorny Skate","Raie epineuse",2007,9,"vertebrae",144
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2007,9,"vertebrae",41
"RV-4T","Leucoraja ocellata","Winter Skate","Raie tachetee",2007,9,"vertebrae",21
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2008,9,"vertebrae",70
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2009,9,"vertebrae",35
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2010,9,"vertebrae",55
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2011,9,"vertebrae",115
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2012,9,"vertebrae",20
"RV-4T","Amblyraja radiata","Thorny Skate","Raie epineuse",2013,9,"vertebrae",2
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2013,9,"vertebrae",50
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2014,9,"vertebrae",27
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2015,9,"vertebrae",61
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2016,9,"vertebrae",32
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2017,9,"vertebrae",109
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1967,8,"otolith",112
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1967,9,"otolith",34
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1975,8,"otolith",50
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1976,7,"otolith",77
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1976,8,"otolith",95
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1977,7,"otolith",92
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1977,8,"otolith",20
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1981,6,"otolith",41
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1981,7,"otolith",38
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1981,8,"otolith",105
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1981,9,"otolith",27
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1981,10,"otolith",73
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1982,6,"otolith",140
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1982,7,"otolith",89
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1982,8,"otolith",228
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1983,6,"otolith",174
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1983,7,"otolith",82
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1983,8,"otolith",278
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1983,9,"otolith",45
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1983,10,"otolith",83
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1983,11,"otolith",191
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1984,6,"otolith",206
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1984,7,"otolith",429
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1984,8,"otolith",759
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1984,9,"otolith",55
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1984,10,"otolith",228
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,5,"otolith",83
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,6,"otolith",40
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,7,"otolith",292
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,8,"otolith",220
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,9,"otolith",136
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,10,"otolith",200
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,11,"otolith",172
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,5,"otolith",63
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,6,"otolith",145
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,7,"otolith",412
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,8,"otolith",264
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,9,"otolith",199
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,10,"otolith",243
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,5,"otolith",111
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,6,"otolith",211
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,7,"otolith",301
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,8,"otolith",101
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,9,"otolith",16
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,10,"otolith",276
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,11,"otolith",36
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,5,"otolith",21
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,6,"otolith",303
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,7,"otolith",143
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,8,"otolith",49
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,9,"otolith",33
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,10,"otolith",95
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1989,5,"otolith",147
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1989,6,"otolith",398
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1989,8,"otolith",310
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1989,9,"otolith",127
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1989,10,"otolith",175
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,5,"otolith",29
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,6,"otolith",174
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,7,"otolith",90
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,8,"otolith",242
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,9,"otolith",80
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,10,"otolith",114
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,11,"otolith",70
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,6,"otolith",276
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,7,"otolith",103
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,8,"otolith",26
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,9,"otolith",38
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,10,"otolith",93
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,11,"otolith",33
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,5,"otolith",10
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,6,"otolith",182
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,7,"otolith",539
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,8,"otolith",200
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,9,"otolith",230
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,10,"otolith",323
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,11,"otolith",41
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,5,"otolith",8
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,6,"otolith",105
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,7,"otolith",91
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,8,"otolith",222
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,9,"otolith",90
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,10,"otolith",214
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,5,"otolith",49
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,6,"otolith",98
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,7,"otolith",237
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,8,"otolith",66
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,9,"otolith",105
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,10,"otolith",192
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1995,6,"otolith",8
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1995,7,"otolith",32
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1995,10,"otolith",95
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1996,6,"otolith",72
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1996,8,"otolith",113
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1996,9,"otolith",5
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1997,5,"otolith",8
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1997,8,"otolith",145
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1997,9,"otolith",111
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1998,5,"otolith",39
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1998,6,"otolith",61
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1998,8,"otolith",53
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1998,10,"otolith",82
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1998,11,"otolith",48
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1999,6,"otolith",96
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1999,7,"otolith",116
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1999,8,"otolith",104
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1999,10,"otolith",32
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2000,5,"otolith",46
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2000,6,"otolith",21
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2000,7,"otolith",69
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2000,8,"otolith",17
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2000,9,"otolith",72
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2001,8,"otolith",64
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2001,9,"otolith",69
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2001,10,"otolith",30
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2002,5,"otolith",26
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2002,6,"otolith",28
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2002,9,"otolith",43
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2002,10,"otolith",34
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2003,6,"otolith",39
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2003,7,"otolith",29
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2003,9,"otolith",79
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2004,6,"otolith",86
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2004,7,"otolith",92
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2004,9,"otolith",22
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2005,5,"otolith",31
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2005,6,"otolith",147
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2005,7,"otolith",42
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2006,5,"otolith",56
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2006,6,"otolith",26
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2006,7,"otolith",31
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2006,9,"otolith",19
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2006,11,"otolith",19
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2007,5,"otolith",35
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2007,6,"otolith",139
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2007,7,"otolith",34
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2007,10,"otolith",25
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2008,5,"otolith",23
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2008,6,"otolith",46
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2008,9,"otolith",26
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2009,6,"otolith",128
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2010,6,"otolith",72
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2011,5,"otolith",67
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2011,6,"otolith",79
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2011,7,"otolith",62
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2012,5,"otolith",15
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2012,6,"otolith",36
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2012,7,"otolith",68
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2013,5,"otolith",21
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2013,6,"otolith",32
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2013,7,"otolith",53
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2014,5,"otolith",26
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2014,6,"otolith",135
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2014,7,"otolith",36
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2015,5,"otolith",47
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2015,6,"otolith",81
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2015,7,"otolith",27
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2016,5,"otolith",168
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2016,6,"otolith",49
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2016,7,"otolith",28
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2017,5,"otolith",18
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2017,6,"otolith",13
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2017,7,"otolith",29
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2018,6,"otolith",25
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2019,6,"otolith",93
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2003,8,"otolith",97
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2007,6,"otolith",7
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2007,7,"otolith",1
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2007,9,"otolith",8
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2007,10,"otolith",17
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2008,5,"otolith",13
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2008,6,"otolith",38
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2008,7,"otolith",2
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2009,6,"otolith",5
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2009,9,"otolith",2
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2010,6,"otolith",7
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2010,7,"otolith",68
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2010,9,"otolith",1
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2011,6,"otolith",66
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2012,4,"otolith",3
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2012,6,"otolith",3
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2012,7,"otolith",11
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2012,10,"otolith",1
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2013,4,"otolith",2
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2013,6,"otolith",2
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2013,7,"otolith",7
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2014,5,"otolith",2
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2014,9,"otolith",1
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2014,10,"otolith",1
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2016,5,"otolith",32
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2016,6,"otolith",31
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2016,7,"otolith",2
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2018,7,"otolith",6
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2018,8,"otolith",8
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2019,5,"otolith",3
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2019,8,"otolith",3
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2021,6,"otolith",4
"Observers","Urophycis tenuis","White Hake","Merluche blanche",2021,7,"otolith",1
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1971,9,"otolith",193
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1972,9,"otolith",85
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1973,9,"otolith",201
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1974,9,"otolith",44
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1975,9,"otolith",353
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1976,9,"otolith",234
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1977,9,"otolith",204
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1978,9,"otolith",308
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1978,10,"otolith",40
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1979,9,"otolith",354
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1979,10,"otolith",73
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1980,9,"otolith",549
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1981,9,"otolith",477
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1982,9,"otolith",264
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1983,9,"otolith",258
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1984,8,"otolith",187
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1984,9,"otolith",538
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1985,9,"otolith",1078
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1986,9,"otolith",2126
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1987,8,"otolith",18
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1987,9,"otolith",669
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1988,9,"otolith",933
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1989,9,"otolith",725
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1990,9,"otolith",739
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1991,9,"otolith",821
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1992,8,"otolith",875
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1992,9,"otolith",559
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1993,9,"otolith",510
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1994,9,"otolith",764
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1995,9,"otolith",845
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1996,9,"otolith",828
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1997,9,"otolith",768
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1998,9,"otolith",1017
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",1999,9,"otolith",1437
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2000,9,"otolith",949
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2001,9,"otolith",611
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2002,9,"otolith",531
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2003,9,"otolith",255
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2004,9,"otolith",417
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2005,9,"otolith",812
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2006,9,"otolith",702
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2007,9,"otolith",576
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2008,8,"otolith",80
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2008,9,"otolith",467
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2009,9,"otolith",520
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2010,9,"otolith",412
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2011,9,"otolith",265
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2011,10,"otolith",2
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2012,9,"otolith",379
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2013,9,"otolith",290
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2014,9,"otolith",510
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2015,9,"otolith",560
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2016,9,"otolith",401
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2017,9,"otolith",290
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2018,9,"otolith",197
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2018,10,"otolith",22
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2019,9,"otolith",545
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2020,9,"otolith",188
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2020,10,"otolith",198
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2021,8,"otolith",159
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2021,9,"otolith",297
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2022,9,"otolith",620
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2023,9,"otolith",292
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2023,10,"otolith",29
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2024,8,"otolith",230
"RV-4T","Urophycis tenuis","White Hake","Merluche blanche",2024,9,"otolith",151
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1990,5,"otolith",56
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1990,7,"otolith",13
"Commercial","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1990,8,"otolith",26
