"source","latin.name_nom.latin","english.name_nom.anglais","french.name_nom.français","year_année","month_mois","structure.type__type.de.structures","total.number_nombre.total","number.aged_nombre.agées"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2015,8,"otolith",53,"47"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2015,9,"otolith",27,"26"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2016,5,"otolith",234,"230"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2016,6,"otolith",57,"54"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2016,7,"otolith",39,"35"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2016,8,"otolith",110,"108"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2017,5,"otolith",35,"33"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2017,6,"otolith",162,"156"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2017,8,"otolith",42,"40"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2018,5,"otolith",84,"78"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2018,6,"otolith",204,"199"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2019,5,"otolith",77,"76"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2019,6,"otolith",233,"230"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2020,6,"otolith",31,"31"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2021,6,"otolith",40,"40"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2021,7,"otolith",69,"69"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2022,6,"otolith",44,"44"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2022,7,"otolith",67,"67"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2022,8,"otolith",44,"44"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2022,9,"otolith",23,"23"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2023,6,"otolith",73,"0"
"Commercial","Gadus morhua","Atlantic Cod","Morue franche",2023,8,"otolith",15,"0"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2014,5,"otolith",2,"2"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2014,6,"otolith",1,"1"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2014,7,"otolith",55,"51"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2014,8,"otolith",20,"19"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2014,9,"otolith",2,"2"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2014,10,"otolith",38,"37"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2015,6,"otolith",28,"21"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2015,7,"otolith",62,"59"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2015,8,"otolith",86,"78"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2015,9,"otolith",14,"13"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2016,5,"otolith",14,"11"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2016,6,"otolith",65,"63"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2016,7,"otolith",60,"59"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2016,8,"otolith",124,"120"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2017,5,"otolith",19,"18"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2017,6,"otolith",4,"4"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2017,7,"otolith",57,"55"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2017,8,"otolith",69,"61"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2017,9,"otolith",13,"11"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2018,5,"otolith",1,"1"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2018,7,"otolith",39,"39"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2018,9,"otolith",7,"7"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2019,6,"otolith",24,"24"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2019,7,"otolith",18,"15"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2019,8,"otolith",30,"28"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2021,7,"otolith",74,"0"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2021,8,"otolith",1,"0"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2022,7,"otolith",35,"0"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2022,9,"otolith",4,"0"
"Observers","Gadus morhua","Atlantic Cod","Morue franche",2022,10,"otolith",12,"0"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1970,9,"otolith",1975,"1787"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1971,9,"otolith",1782,"1578"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1972,9,"otolith",1760,"1583"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1973,9,"otolith",1768,"1638"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1974,9,"otolith",1135,"1085"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1975,9,"otolith",1245,"1229"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1976,9,"otolith",1292,"1255"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1977,9,"otolith",1567,"1551"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1978,9,"otolith",1358,"1332"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1978,10,"otolith",139,"133"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1979,9,"otolith",1869,"1850"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1979,10,"otolith",47,"47"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1980,9,"otolith",2086,"2067"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1981,9,"otolith",2309,"2271"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1982,9,"otolith",1807,"595"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1983,9,"otolith",2207,"596"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1984,8,"otolith",415,"110"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1984,9,"otolith",2336,"422"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1985,9,"otolith",5431,"584"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1986,9,"otolith",3166,"624"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1987,8,"otolith",2,"2"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1987,9,"otolith",3107,"3076"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1988,9,"otolith",3142,"1606"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1989,9,"otolith",3694,"3606"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1990,9,"otolith",2900,"2830"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1991,9,"otolith",3277,"3229"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1992,8,"otolith",22,"0"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1992,9,"otolith",2571,"2386"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1993,9,"otolith",2968,"2895"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1994,9,"otolith",3017,"2921"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1995,9,"otolith",3432,"3076"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1996,9,"otolith",3532,"3457"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1997,9,"otolith",3615,"3435"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1998,9,"otolith",2968,"2820"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",1999,9,"otolith",2604,"2569"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2000,9,"otolith",2115,"2077"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2001,9,"otolith",1754,"1689"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2002,9,"otolith",1829,"1784"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2003,9,"otolith",697,"679"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2004,9,"otolith",1791,"1503"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2005,9,"otolith",1518,"1489"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2006,9,"otolith",1630,"1483"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2007,9,"otolith",1498,"1419"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2008,8,"otolith",147,"146"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2008,9,"otolith",1424,"1392"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2009,9,"otolith",977,"940"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2010,9,"otolith",1169,"1130"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2011,9,"otolith",820,"773"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2011,10,"otolith",57,"45"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2012,9,"otolith",1153,"1107"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2013,9,"otolith",1210,"1157"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2014,9,"otolith",1338,"1292"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2015,9,"otolith",1425,"1368"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2016,9,"otolith",943,"898"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2017,9,"otolith",364,"342"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2018,9,"otolith",700,"665"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2018,10,"otolith",19,"19"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2019,9,"otolith",503,"471"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2019,10,"otolith",2,"2"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2020,9,"otolith",600,"576"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2020,10,"otolith",139,"132"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2021,8,"otolith",162,"162"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2021,9,"otolith",1465,"238"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2022,9,"otolith",1237,"399"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2023,9,"otolith",1055,"0"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2023,10,"otolith",1,"0"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2024,8,"otolith",203,"0"
"RV-4T","Gadus morhua","Atlantic Cod","Morue franche",2024,9,"otolith",601,"0"
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2005,8,"otolith",1149,"1105"
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2006,8,"otolith",1038,"973"
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2007,8,"otolith",922,"859"
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2008,8,"otolith",986,"936"
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2009,8,"otolith",1731,"1646"
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2010,8,"otolith",710,"667"
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2011,8,"otolith",1155,"1115"
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2012,8,"otolith",968,"940"
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2013,8,"otolith",284,"274"
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2014,8,"otolith",1336,"1289"
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2015,8,"otolith",1223,"1155"
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2016,8,"otolith",675,"655"
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2017,8,"otolith",493,"477"
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2018,8,"otolith",477,"455"
"SENT-4T","Gadus morhua","Atlantic Cod","Morue franche",2019,8,"otolith",258,"240"
"RV-4T","Leucoraja ocellata","Winter Skate","Raie tachetee",2004,9,"vertebrae",2,"na"
"RV-4T","Amblyraja radiata","Thorny Skate","Raie epineuse",2005,9,"vertebrae",323,"na"
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2005,9,"vertebrae",82,"na"
"RV-4T","Leucoraja ocellata","Winter Skate","Raie tachetee",2005,9,"vertebrae",27,"na"
"RV-4T","Amblyraja radiata","Thorny Skate","Raie epineuse",2006,9,"vertebrae",530,"na"
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2006,9,"vertebrae",108,"na"
"RV-4T","Leucoraja ocellata","Winter Skate","Raie tachetee",2006,9,"vertebrae",27,"na"
"RV-4T","Amblyraja radiata","Thorny Skate","Raie epineuse",2007,9,"vertebrae",144,"na"
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2007,9,"vertebrae",41,"na"
"RV-4T","Leucoraja ocellata","Winter Skate","Raie tachetee",2007,9,"vertebrae",21,"na"
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2008,9,"vertebrae",70,"na"
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2009,9,"vertebrae",35,"na"
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2010,9,"vertebrae",55,"na"
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2011,9,"vertebrae",115,"na"
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2012,9,"vertebrae",20,"na"
"RV-4T","Amblyraja radiata","Thorny Skate","Raie epineuse",2013,9,"vertebrae",2,"na"
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2013,9,"vertebrae",50,"na"
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2014,9,"vertebrae",27,"na"
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2015,9,"vertebrae",61,"na"
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2016,9,"vertebrae",32,"na"
"RV-4T","Malacoraja senta","Smooth Skate","Raie lisse",2017,9,"vertebrae",109,"na"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1967,8,"otolith",112,"112"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1967,9,"otolith",34,"34"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1975,8,"otolith",50,"50"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1976,7,"otolith",77,"77"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1976,8,"otolith",95,"95"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1977,7,"otolith",92,"92"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1977,8,"otolith",20,"20"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1981,6,"otolith",41,"41"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1981,7,"otolith",38,"38"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1981,8,"otolith",105,"105"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1981,9,"otolith",27,"27"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1981,10,"otolith",73,"73"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1982,6,"otolith",140,"140"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1982,7,"otolith",89,"89"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1982,8,"otolith",228,"228"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1983,6,"otolith",174,"171"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1983,7,"otolith",82,"76"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1983,8,"otolith",278,"274"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1983,9,"otolith",45,"42"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1983,10,"otolith",83,"81"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1983,11,"otolith",191,"188"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1984,6,"otolith",206,"206"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1984,7,"otolith",429,"429"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1984,8,"otolith",759,"759"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1984,9,"otolith",55,"55"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1984,10,"otolith",228,"228"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,5,"otolith",83,"74"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,6,"otolith",40,"36"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,7,"otolith",292,"263"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,8,"otolith",220,"206"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,9,"otolith",136,"125"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,10,"otolith",200,"183"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1985,11,"otolith",172,"167"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,5,"otolith",63,"55"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,6,"otolith",145,"128"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,7,"otolith",412,"383"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,8,"otolith",264,"237"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,9,"otolith",199,"193"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1986,10,"otolith",243,"234"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,5,"otolith",111,"103"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,6,"otolith",211,"191"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,7,"otolith",301,"267"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,8,"otolith",101,"92"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,9,"otolith",16,"15"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,10,"otolith",276,"248"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1987,11,"otolith",36,"33"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,5,"otolith",21,"20"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,6,"otolith",303,"288"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,7,"otolith",143,"138"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,8,"otolith",49,"49"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,9,"otolith",33,"32"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1988,10,"otolith",95,"89"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1989,5,"otolith",147,"137"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1989,6,"otolith",398,"383"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1989,8,"otolith",310,"297"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1989,9,"otolith",127,"120"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1989,10,"otolith",175,"165"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,5,"otolith",29,"27"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,6,"otolith",174,"157"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,7,"otolith",90,"81"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,8,"otolith",242,"227"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,9,"otolith",80,"75"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,10,"otolith",114,"105"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1990,11,"otolith",70,"66"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,6,"otolith",276,"254"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,7,"otolith",103,"93"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,8,"otolith",26,"25"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,9,"otolith",38,"34"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,10,"otolith",93,"87"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1991,11,"otolith",33,"33"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,5,"otolith",10,"9"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,6,"otolith",182,"166"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,7,"otolith",539,"516"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,8,"otolith",200,"186"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,9,"otolith",230,"217"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,10,"otolith",323,"310"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1992,11,"otolith",41,"39"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,5,"otolith",8,"8"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,6,"otolith",105,"100"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,7,"otolith",91,"89"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,8,"otolith",222,"218"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,9,"otolith",90,"88"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1993,10,"otolith",214,"205"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,5,"otolith",49,"48"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,6,"otolith",98,"96"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,7,"otolith",237,"225"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,8,"otolith",66,"64"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,9,"otolith",105,"105"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1994,10,"otolith",192,"191"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1995,6,"otolith",8,"8"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1995,7,"otolith",32,"32"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1995,10,"otolith",95,"94"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1996,6,"otolith",72,"71"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1996,8,"otolith",113,"113"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1996,9,"otolith",5,"5"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1997,5,"otolith",8,"7"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1997,8,"otolith",145,"138"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1997,9,"otolith",111,"110"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1998,5,"otolith",39,"39"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1998,6,"otolith",61,"60"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1998,8,"otolith",53,"53"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1998,10,"otolith",82,"80"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1998,11,"otolith",48,"47"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1999,6,"otolith",96,"94"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1999,7,"otolith",116,"113"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1999,8,"otolith",104,"104"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",1999,10,"otolith",32,"32"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2000,5,"otolith",46,"46"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2000,6,"otolith",21,"20"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2000,7,"otolith",69,"68"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2000,8,"otolith",17,"17"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2000,9,"otolith",72,"71"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2001,8,"otolith",64,"63"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2001,9,"otolith",69,"68"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2001,10,"otolith",30,"30"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2002,5,"otolith",26,"26"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2002,6,"otolith",28,"28"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2002,9,"otolith",43,"43"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2002,10,"otolith",34,"34"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2003,6,"otolith",39,"39"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2003,7,"otolith",29,"29"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2003,9,"otolith",79,"78"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2004,6,"otolith",86,"84"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2004,7,"otolith",92,"92"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2004,9,"otolith",22,"21"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2005,5,"otolith",31,"30"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2005,6,"otolith",147,"142"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2005,7,"otolith",42,"42"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2006,5,"otolith",56,"55"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2006,6,"otolith",26,"26"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2006,7,"otolith",31,"31"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2006,9,"otolith",19,"19"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2006,11,"otolith",19,"18"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2007,5,"otolith",35,"35"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2007,6,"otolith",139,"137"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2007,7,"otolith",34,"34"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2007,10,"otolith",25,"25"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2008,5,"otolith",23,"23"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2008,6,"otolith",46,"45"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2008,9,"otolith",26,"26"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2009,6,"otolith",128,"126"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2010,6,"otolith",72,"72"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2011,5,"otolith",67,"66"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2011,6,"otolith",79,"79"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2011,7,"otolith",62,"57"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2012,5,"otolith",15,"15"
"Commercial","Urophycis tenuis","White Hake","Merluche blanche",2012,6,"otolith",36,"35"
