"source","latin.name_nom.latin","english.name_nom.anglais","french.name_nom.français","year_année","month_mois","english.structure.type_type.de.structures.anglais","french.structure.type_type.de.structures.français","total.number_nombre.total","number.aged_nombre.agées"
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1972,9,"otoliths","otolithes",134,0
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1973,9,"otoliths","otolithes",261,0
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1974,9,"otoliths","otolithes",230,0
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1975,9,"otoliths","otolithes",189,156
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1976,9,"otoliths","otolithes",126,0
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1977,9,"otoliths","otolithes",172,162
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1978,9,"otoliths","otolithes",254,203
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1978,10,"otoliths","otolithes",5,5
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1979,9,"otoliths","otolithes",307,263
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1979,10,"otoliths","otolithes",44,36
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1980,9,"otoliths","otolithes",378,312
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1981,9,"otoliths","otolithes",383,317
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1982,9,"otoliths","otolithes",257,81
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1983,9,"otoliths","otolithes",232,0
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1984,8,"otoliths","otolithes",115,0
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1984,9,"otoliths","otolithes",167,0
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1985,9,"otoliths","otolithes",334,0
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1986,9,"otoliths","otolithes",627,0
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1987,8,"otoliths","otolithes",73,19
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1987,9,"otoliths","otolithes",466,151
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1988,9,"otoliths","otolithes",737,0
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1989,9,"otoliths","otolithes",606,0
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1990,9,"otoliths","otolithes",579,572
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1991,9,"otoliths","otolithes",561,555
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1992,9,"otoliths","otolithes",733,720
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1993,9,"otoliths","otolithes",1345,800
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1994,9,"otoliths","otolithes",717,0
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1995,9,"otoliths","otolithes",996,187
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1996,9,"otoliths","otolithes",1125,202
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1997,9,"otoliths","otolithes",1170,792
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1998,9,"otoliths","otolithes",796,176
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",1999,9,"otoliths","otolithes",975,182
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2000,9,"otoliths","otolithes",1031,184
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2001,9,"otoliths","otolithes",761,172
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2002,9,"otoliths","otolithes",1109,184
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2003,9,"otoliths","otolithes",552,169
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2004,9,"otoliths","otolithes",1187,703
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2005,9,"otoliths","otolithes",728,723
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2006,9,"otoliths","otolithes",1064,1049
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2007,9,"otoliths","otolithes",992,972
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2008,8,"otoliths","otolithes",256,55
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2008,9,"otoliths","otolithes",706,111
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2009,9,"otoliths","otolithes",885,164
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2010,9,"otoliths","otolithes",829,166
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2011,9,"otoliths","otolithes",597,158
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2011,10,"otoliths","otolithes",11,1
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2012,9,"otoliths","otolithes",636,145
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2013,9,"otoliths","otolithes",667,159
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2014,9,"otoliths","otolithes",748,161
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2015,9,"otoliths","otolithes",774,163
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2016,9,"otoliths","otolithes",633,172
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2017,9,"otoliths","otolithes",503,159
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2018,9,"otoliths","otolithes",387,152
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2019,9,"otoliths","otolithes",638,167
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2020,9,"otoliths","otolithes",230,88
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2020,10,"otoliths","otolithes",176,68
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2021,8,"otoliths","otolithes",18,4
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2021,9,"otoliths","otolithes",890,145
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2022,9,"otoliths","otolithes",706,402
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2023,9,"otoliths","otolithes",848,326
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2023,10,"otoliths","otolithes",207,76
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2024,8,"otoliths","otolithes",212,0
"RV-4T","Pseudopleuronectes americanus","Winter Flounder","Plie rouge",2024,9,"otoliths","otolithes",611,0
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1975,8,"otoliths","otolithes",40,40
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1982,7,"otoliths","otolithes",11,11
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2018,5,"otoliths","otolithes",11,0
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2018,6,"otoliths","otolithes",27,0
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2018,7,"otoliths","otolithes",8,0
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2019,5,"otoliths","otolithes",47,0
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2019,6,"otoliths","otolithes",35,0
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2020,6,"otoliths","otolithes",12,0
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2021,4,"otoliths","otolithes",16,0
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2021,5,"otoliths","otolithes",26,0
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2021,6,"otoliths","otolithes",11,0
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2022,5,"otoliths","otolithes",30,0
"Commercial","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2022,6,"otoliths","otolithes",16,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1970,9,"otoliths","otolithes",74,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1971,9,"otoliths","otolithes",199,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1972,9,"otoliths","otolithes",186,167
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1973,9,"otoliths","otolithes",202,184
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1974,9,"otoliths","otolithes",317,286
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1975,9,"otoliths","otolithes",261,216
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1976,9,"otoliths","otolithes",193,185
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1977,9,"otoliths","otolithes",275,271
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1978,9,"otoliths","otolithes",327,320
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1978,10,"otoliths","otolithes",40,38
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1979,9,"otoliths","otolithes",320,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1979,10,"otoliths","otolithes",34,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1980,9,"otoliths","otolithes",436,312
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1981,9,"otoliths","otolithes",328,235
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1982,9,"otoliths","otolithes",289,280
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1983,9,"otoliths","otolithes",206,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1984,8,"otoliths","otolithes",47,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1984,9,"otoliths","otolithes",162,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1985,9,"otoliths","otolithes",247,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",1986,9,"otoliths","otolithes",621,143
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2000,9,"otoliths","otolithes",1072,158
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2001,9,"otoliths","otolithes",676,141
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2002,9,"otoliths","otolithes",1186,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2003,9,"otoliths","otolithes",498,129
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2004,9,"otoliths","otolithes",1061,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2005,9,"otoliths","otolithes",843,139
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2006,9,"otoliths","otolithes",1216,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2007,9,"otoliths","otolithes",1274,145
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2008,8,"otoliths","otolithes",186,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2008,9,"otoliths","otolithes",1080,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2009,9,"otoliths","otolithes",935,130
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2010,9,"otoliths","otolithes",1043,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2011,9,"otoliths","otolithes",809,110
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2011,10,"otoliths","otolithes",73,7
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2012,9,"otoliths","otolithes",1036,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2013,9,"otoliths","otolithes",819,131
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2014,9,"otoliths","otolithes",848,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2015,9,"otoliths","otolithes",824,131
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2016,9,"otoliths","otolithes",721,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2017,9,"otoliths","otolithes",414,119
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2018,9,"otoliths","otolithes",387,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2018,10,"otoliths","otolithes",87,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2019,9,"otoliths","otolithes",668,650
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2020,9,"otoliths","otolithes",343,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2020,10,"otoliths","otolithes",122,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2021,8,"otoliths","otolithes",4,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2021,9,"otoliths","otolithes",867,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2022,9,"otoliths","otolithes",580,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2023,9,"otoliths","otolithes",812,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2023,10,"otoliths","otolithes",26,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2024,8,"otoliths","otolithes",189,0
"RV-4T","Limanda ferruginea","Yellowtail Flounder","Limande à queue jaune",2024,9,"otoliths","otolithes",715,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1952,6,"otoliths","otolithes",18,18
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1953,5,"otoliths","otolithes",16,16
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1953,11,"otoliths","otolithes",18,18
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1954,6,"otoliths","otolithes",13,13
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1963,8,"otoliths","otolithes",25,25
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1964,6,"otoliths","otolithes",92,52
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1964,7,"otoliths","otolithes",20,20
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1964,9,"otoliths","otolithes",56,56
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1974,5,"otoliths","otolithes",65,65
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1975,2,"otoliths","otolithes",38,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1975,5,"otoliths","otolithes",70,25
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1976,1,"otoliths","otolithes",63,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1976,2,"otoliths","otolithes",92,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1976,3,"otoliths","otolithes",94,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1976,4,"otoliths","otolithes",88,79
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1976,5,"otoliths","otolithes",221,128
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1976,6,"otoliths","otolithes",29,141
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1977,2,"otoliths","otolithes",34,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1977,6,"otoliths","otolithes",31,100
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1978,1,"otoliths","otolithes",75,29
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1979,1,"otoliths","otolithes",33,33
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1980,1,"otoliths","otolithes",34,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1980,2,"otoliths","otolithes",26,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1980,3,"otoliths","otolithes",35,27
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1998,5,"otoliths","otolithes",99,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1998,6,"otoliths","otolithes",159,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1998,8,"otoliths","otolithes",135,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1998,9,"otoliths","otolithes",115,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1999,5,"otoliths","otolithes",70,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1999,6,"otoliths","otolithes",142,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1999,8,"otoliths","otolithes",64,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",1999,10,"otoliths","otolithes",56,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2000,5,"otoliths","otolithes",57,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2000,6,"otoliths","otolithes",55,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2000,8,"otoliths","otolithes",123,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2000,9,"otoliths","otolithes",37,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2000,10,"otoliths","otolithes",89,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2001,5,"otoliths","otolithes",107,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2001,6,"otoliths","otolithes",155,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2001,8,"otoliths","otolithes",62,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2001,9,"otoliths","otolithes",32,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2001,10,"otoliths","otolithes",193,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2002,5,"otoliths","otolithes",233,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2002,6,"otoliths","otolithes",80,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2002,7,"otoliths","otolithes",62,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2002,9,"otoliths","otolithes",152,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2002,10,"otoliths","otolithes",141,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2003,6,"otoliths","otolithes",27,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2003,7,"otoliths","otolithes",27,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2003,9,"otoliths","otolithes",147,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2003,10,"otoliths","otolithes",102,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2003,11,"otoliths","otolithes",34,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2004,6,"otoliths","otolithes",102,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2004,7,"otoliths","otolithes",45,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2004,8,"otoliths","otolithes",35,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2004,9,"otoliths","otolithes",180,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2004,10,"otoliths","otolithes",62,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2004,11,"otoliths","otolithes",32,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2005,5,"otoliths","otolithes",32,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2005,6,"otoliths","otolithes",79,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2005,7,"otoliths","otolithes",52,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2005,8,"otoliths","otolithes",61,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2005,10,"otoliths","otolithes",94,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2006,5,"otoliths","otolithes",85,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2006,6,"otoliths","otolithes",77,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2006,7,"otoliths","otolithes",25,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2006,8,"otoliths","otolithes",159,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2006,9,"otoliths","otolithes",64,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2006,10,"otoliths","otolithes",95,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2007,5,"otoliths","otolithes",92,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2007,6,"otoliths","otolithes",174,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2007,7,"otoliths","otolithes",21,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2007,8,"otoliths","otolithes",62,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2007,9,"otoliths","otolithes",122,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2007,10,"otoliths","otolithes",107,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2008,5,"otoliths","otolithes",91,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2008,6,"otoliths","otolithes",85,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2008,8,"otoliths","otolithes",61,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2008,9,"otoliths","otolithes",83,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2008,10,"otoliths","otolithes",98,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2008,11,"otoliths","otolithes",71,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2009,5,"otoliths","otolithes",124,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2009,6,"otoliths","otolithes",74,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2009,8,"otoliths","otolithes",66,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2009,9,"otoliths","otolithes",108,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2010,5,"otoliths","otolithes",59,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2010,6,"otoliths","otolithes",78,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2010,10,"otoliths","otolithes",90,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2010,11,"otoliths","otolithes",33,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2011,5,"otoliths","otolithes",55,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2011,7,"otoliths","otolithes",27,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2011,9,"otoliths","otolithes",26,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2011,10,"otoliths","otolithes",30,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2012,5,"otoliths","otolithes",52,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2012,6,"otoliths","otolithes",48,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2012,7,"otoliths","otolithes",25,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2013,4,"otoliths","otolithes",83,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2013,5,"otoliths","otolithes",52,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2013,6,"otoliths","otolithes",70,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2013,7,"otoliths","otolithes",28,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2014,5,"otoliths","otolithes",76,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2014,6,"otoliths","otolithes",42,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2014,7,"otoliths","otolithes",31,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2014,8,"otoliths","otolithes",106,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2014,9,"otoliths","otolithes",6,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2015,5,"otoliths","otolithes",107,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2015,6,"otoliths","otolithes",45,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2015,8,"otoliths","otolithes",51,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2015,9,"otoliths","otolithes",25,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2016,5,"otoliths","otolithes",121,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2016,6,"otoliths","otolithes",42,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2016,7,"otoliths","otolithes",48,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2016,8,"otoliths","otolithes",25,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2018,5,"otoliths","otolithes",112,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2018,6,"otoliths","otolithes",71,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2018,7,"otoliths","otolithes",24,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2018,8,"otoliths","otolithes",44,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2018,9,"otoliths","otolithes",24,0
"Commercial","Glyptocephalus cynoglossus","Witch Flounder","Plie grise",2019,5,"otoliths","otolithes",135,0
