dateÉvénement,longitudeDécimal,latitudeDécimal,référenceGéodésique,typeObservation,sourceDonnées,station,étatProvince,nomVernaculaireEN,nomVernaculaireFR,nomScientifique,IDnomScientifique,IDnomScientifiqueBaseDonnées,étatOccurrence,étatDétailléOccurrence,quantitéOrganisme,typeQuantitéOrganisme,annéeDéploiement,moisDéploiement,jourDéploiement,annéeRécupération,moisRécupération,jourRécupération,nombreSemainesDéployées,IDstation,IDéchantillon
9/12/2019,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2019,6,12,2019,9,12,13.14,5,3915
9/12/2019,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2019,6,12,2019,9,12,13.14,5,3915
9/12/2019,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2019,6,12,2019,9,12,13.14,5,3915
9/12/2019,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,ribbed bryozoan,bryozoaire côtelé,Juxtacribrilina mutabilis,1059484,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2019,6,12,2019,9,12,13.14,5,3915
9/16/2020,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2020,6,25,2020,9,16,11.86,5,4166
9/16/2020,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,47.50%,% moyen de couverture des plaques de surveillance d'EAE,2020,6,25,2020,9,16,11.86,5,4166
9/16/2020,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2020,6,25,2020,9,16,11.86,5,4166
9/16/2020,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2020,6,25,2020,9,16,11.86,5,4166
9/16/2020,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2020,6,25,2020,9,16,11.86,5,4166
9/16/2020,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2020,6,25,2020,9,16,11.86,5,4166
9/16/2020,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2020,6,25,2020,9,16,11.86,5,4166
9/16/2020,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2020,6,25,2020,9,16,11.86,5,4166
9/16/2020,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,ribbed bryozoan,bryozoaire côtelé,Juxtacribrilina mutabilis,1059484,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2020,6,25,2020,9,16,11.86,5,4166
9/9/2021,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2021,6,8,2021,9,9,13.29,5,4206
9/9/2021,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,77.83%,% moyen de couverture des plaques de surveillance d'EAE,2021,6,8,2021,9,9,13.29,5,4206
9/9/2021,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Détection non quantitative à la station,n/a,% moyen de couverture des plaques de surveillance d'EAE,2021,6,8,2021,9,9,13.29,5,4206
9/9/2021,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2021,6,8,2021,9,9,13.29,5,4206
9/9/2021,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2021,6,8,2021,9,9,13.29,5,4206
9/9/2021,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2021,6,8,2021,9,9,13.29,5,4206
9/9/2021,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2021,6,8,2021,9,9,13.29,5,4206
9/9/2021,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2021,6,8,2021,9,9,13.29,5,4206
9/9/2021,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,ribbed bryozoan,bryozoaire côtelé,Juxtacribrilina mutabilis,1059484,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2021,6,8,2021,9,9,13.29,5,4206
9/1/2022,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2022,6,23,2022,9,1,10,5,4282
9/1/2022,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,53.83%,% moyen de couverture des plaques de surveillance d'EAE,2022,6,23,2022,9,1,10,5,4282
9/1/2022,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Détection non quantitative à la station,n/a,% moyen de couverture des plaques de surveillance d'EAE,2022,6,23,2022,9,1,10,5,4282
9/1/2022,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2022,6,23,2022,9,1,10,5,4282
9/1/2022,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2022,6,23,2022,9,1,10,5,4282
9/1/2022,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2022,6,23,2022,9,1,10,5,4282
9/1/2022,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2022,6,23,2022,9,1,10,5,4282
9/1/2022,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2022,6,23,2022,9,1,10,5,4282
9/1/2022,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,ribbed bryozoan,bryozoaire côtelé,Juxtacribrilina mutabilis,1059484,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2022,6,23,2022,9,1,10,5,4282
9/12/2023,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2023,7,5,2023,9,12,9.86,5,4309
9/12/2023,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,75.83%,% moyen de couverture des plaques de surveillance d'EAE,2023,7,5,2023,9,12,9.86,5,4309
9/12/2023,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Détection non quantitative à la station,n/a,% moyen de couverture des plaques de surveillance d'EAE,2023,7,5,2023,9,12,9.86,5,4309
9/12/2023,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2023,7,5,2023,9,12,9.86,5,4309
9/12/2023,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2023,7,5,2023,9,12,9.86,5,4309
9/12/2023,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2023,7,5,2023,9,12,9.86,5,4309
9/12/2023,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2023,7,5,2023,9,12,9.86,5,4309
9/12/2023,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2023,7,5,2023,9,12,9.86,5,4309
9/12/2023,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,ribbed bryozoan,bryozoaire côtelé,Juxtacribrilina mutabilis,1059484,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2023,7,5,2023,9,12,9.86,5,4309
8/28/2024,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2024,6,18,2024,8,28,10.14,5,4404
8/28/2024,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,38.00%,% moyen de couverture des plaques de surveillance d'EAE,2024,6,18,2024,8,28,10.14,5,4404
8/28/2024,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Détection non quantitative à la station,n/a,% moyen de couverture des plaques de surveillance d'EAE,2024,6,18,2024,8,28,10.14,5,4404
8/28/2024,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2024,6,18,2024,8,28,10.14,5,4404
8/28/2024,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2024,6,18,2024,8,28,10.14,5,4404
8/28/2024,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2024,6,18,2024,8,28,10.14,5,4404
8/28/2024,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2024,6,18,2024,8,28,10.14,5,4404
8/28/2024,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2024,6,18,2024,8,28,10.14,5,4404
8/28/2024,-64.70816,47.74792,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Shippagan,NB,ribbed bryozoan,bryozoaire côtelé,Juxtacribrilina mutabilis,1059484,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Détection non quantitative à la station,n/a,% moyen de couverture des plaques de surveillance d'EAE,2024,6,18,2024,8,28,10.14,5,4404
9/20/2018,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,7.33%,% moyen de couverture des plaques de surveillance d'EAE,2018,5,31,2018,9,20,16,41,2213
9/20/2018,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Détection non quantitative à la station,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2018,5,31,2018,9,20,16,41,2213
9/20/2018,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2018,5,31,2018,9,20,16,41,2213
9/20/2018,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Détection non quantitative à la station,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2018,5,31,2018,9,20,16,41,2213
9/20/2018,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2018,5,31,2018,9,20,16,41,2213
9/20/2018,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,"coffin box bryozoan, lacy crust bryozoan",membranipore,Membranipora membranacea,111411,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absente,Plaque de surveillance quantitative,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2018,5,31,2018,9,20,16,41,2213
9/20/2018,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,clubbed tunicate,ascidie plissée,Styela clava,103929,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,6.67%,% moyen de couverture des plaques de surveillance d'EAE,2018,5,31,2018,9,20,16,41,2213
9/20/2018,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,European green crab,crabe vert européen,Carcinus maenas,107381,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2018,5,31,2018,9,20,16,41,2213
9/20/2018,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,ribbed bryozoan,bryozoaire côtelé,Juxtacribrilina mutabilis,1059484,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2018,5,31,2018,9,20,16,41,2213
10/2/2019,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,violet tunicate,botrylloïde violet,Botrylloides violaceus,148715,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,8.00%,% moyen de couverture des plaques de surveillance d'EAE,2019,5,28,2019,10,2,18.14,41,3951
10/2/2019,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,golden star tunicate,botrylle étoilé,Botryllus schlosseri,103862,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Plaque de surveillance quantitative,5.00%,% moyen de couverture des plaques de surveillance d'EAE,2019,5,28,2019,10,2,18.14,41,3951
10/2/2019,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,Japanese skeleton shrimp,caprelle japonaise,Caprella mutica,146768,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2019,5,28,2019,10,2,18.14,41,3951
10/2/2019,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,vase tunicate,ascidie jaune,Ciona intestinalis,103732,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Présente,Détection non quantitative à la station,0.00%,% moyen de couverture des plaques de surveillance d'EAE,2019,5,28,2019,10,2,18.14,41,3951
10/2/2019,-62.24793,46.34721,WGS84  EPSG: 4326,Observation humaine,Ministère des Pêches et des Océans région du Golfe Secteur Science Espèces Aquatiques Envahissantes,Souris,PE,oyster thief,Codium fragile,Codium fragile fragile,370562,World Register of Marine Species (WoRMS https://www.marinespecies.org/),Absence non-concluante,Espèces non ciblées,n/a,% moyen de couverture des plaques de surveillance d'EAE,2019,5,28,2019,10,2,18.14,41,3951
